Rostov,Rostov,1980.??.??,?,"Ehlvest, Jaan","Ryskin, Alexander",,,C91,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['d4', 'Bg4'], ['Be3', 'exd4'], ['cxd4', 'Na5'], ['Bc2', 'c5'], ['dxc5', 'dxc5'], ['Nbd2', 'Nd7'], ['Qb1', 'Nc6\n'], ['e5', 'h6'], ['Be4', 'Rc8'], ['Bf5', 'Bxf5'], ['Qxf5', 'Nb6'], ['Ne4', 'Qd7'], ['Qh5', 'Nb4'], ['Nf6+', 'gxf6\n'], ['Bxh6', 'Qd3'], ['exf6', 'Bxf6'], ['Ne5', 'Qh7'], ['Re3', 'Bxe5'], ['Rxe5', 'Rc6'], ['Rg5+', 'Rg6'], ['Bxf8', 'Qxh5\n'], ['Rxh5', 'Kxf8'], ['Rxc5', 'Re6'], ['h4', 'Re2'], ['a3', 'Nd3'], ['Rc6', 'Nc4'], ['b3', 'Nce5'], ['Rxa6', 'Rxf2\n'], ['a4', 'Rb2'], ['Rf1', 'Rxb3'], ['a5', 'Ra3'], ['Ra8+', 'Kg7'], ['a6', 'b4'], ['a7', 'b3'], ['Rb8', 'Rxa7\n'], ['Rxb3', 'Ra4'], ['Rd1', 'Rd4'], ['g3', 'Rd6'], ['Kg2', 'Kg6'], ['Ra3', 'f5'], ['Kf1', 'Rd4'], ['Ra6+', 'Kh5\n'], ['Ra5', 'Re4'], ['Rxd3', 'Nxd3'], ['Rxf5+', 'Kg4'], ['Ra5', 'Kh3'], ['Ra1', 'Kxg3'], ['h5', 'Kf3'], ['Rd1', 'Nf4\n'], ['Rd8', 'Nxh5'], ['Rd3+', 'Kg4'], ['Kf2', 'Nf4'], ['Rg3+', 'Kf5']]",1/2-1/2
URS-ch U20,Tallinn,1986.??.??,?,"Ehlvest, Jaan","Malisauskas, Vidmantas",,,D91,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['Nf3', 'Bg7'], ['Bg5', 'dxc4'], ['e4', 'c5'], ['d5', 'b5'], ['e5', 'b4'], ['exf6', 'exf6\n'], ['Qe2+', 'Kf8'], ['Be3', 'bxc3'], ['bxc3', 'Qa5'], ['Qxc4', 'Nd7'], ['Be2', 'Ba6'], ['Qb3', 'f5'], ['Rc1', 'Rb8\n'], ['Qc2', 'Bxe2'], ['Kxe2', 'Qa6+'], ['Qd3', 'Rb2+'], ['Bd2', 'c4'], ['Qe3', 'Rxa2'], ['Rhe1', 'Nf6'], ['Qf4', 'Kg8\n'], ['Kf1', 'h6'], ['d6', 'Kh7'], ['Re7', 'Nd5'], ['Qh4', 'Nxe7'], ['Ng5+', 'Kg8'], ['dxe7', 'Qc8'], ['Re1', 'Qe8\n'], ['Nf3', 'Ra6'], ['Qxc4', 'Re6'], ['Rxe6', 'fxe6'], ['Qxe6+', 'Kh7'], ['Nh4', 'a5'], ['c4', 'a4']]",1-0
URS-ch U20,Tallinn,1986.??.??,?,"Ehlvest, Jaan","Ivanchuk, Vassily",,,C11,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['e5', 'Nfd7'], ['f4', 'c5'], ['Nf3', 'Nc6'], ['Be3', 'Qb6'], ['Na4', 'Qa5+\n'], ['c3', 'cxd4'], ['b4', 'Nxb4'], ['cxb4', 'Bxb4+'], ['Bd2', 'Bxd2+'], ['Nxd2', 'b6'], ['Qb3', 'g5'], ['Qb5', 'gxf4\n'], ['Qxa5', 'bxa5'], ['Nf3', 'Rb8'], ['Bd3', 'O-O'], ['Rc1', 'f6'], ['Nxd4', 'Nxe5'], ['Bc2', 'Rb4'], ['Rd1', 'Nc4\n'], ['Bb3', 'Ne3'], ['Rd2', 'Kh8'], ['Nc2', 'Nxc2+'], ['Rxc2', 'e5'], ['Rc5', 'd4'], ['Rxa5', 'Rb7'], ['Nc5', 'Re7\n'], ['Rf1', 'h5'], ['Rf2', 'h4'], ['h3', 'Rd8'], ['Nd3', 'Bf5'], ['Kd2', 'Bxd3'], ['Kxd3', 'e4+'], ['Kc2', 'd3+\n'], ['Kb2', 'e3'], ['Rxf4', 'e2'], ['Rh5+', 'Rh7'], ['Rxh7+', 'Kxh7'], ['Rxh4+', 'Kg7'], ['Re4', 'Rc8'], ['Re7+', 'Kf8\n'], ['Re6', 'Re8']]",0-1
URS-ch U20,Tallinn,1986.??.??,?,"Ehlvest, Jaan","Glek, Igor V",,,C05,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['e5', 'Nfd7'], ['Nce2', 'c5'], ['c3', 'Nc6'], ['f4', 'cxd4'], ['cxd4', 'f6\n'], ['Nf3', 'Qb6'], ['Nc3', 'Be7'], ['Na4', 'Qd8'], ['Bd3', 'O-O'], ['O-O', 'Rf7'], ['a3', 'Nf8'], ['Be3', 'Na5\n'], ['Qe2', 'b6'], ['Nc3', 'Nb3'], ['Rad1', 'f5'], ['Qc2', 'Na5'], ['b4', 'Nc6'], ['Kh1', 'Bb7'], ['Rc1', 'Rc8\n'], ['Qb3', 'h6'], ['Rg1', 'Kh8'], ['g4', 'fxg4'], ['Rxg4', 'a5'], ['Na2', 'axb4'], ['axb4', 'Ra8'], ['Rcg1', 'Ra7\n'], ['R4g2', 'Ba6'], ['Bxa6', 'Rxa6'], ['f5', 'exf5'], ['Bxh6', 'gxh6'], ['Rg8+', 'Kh7'], ['e6', 'Nxe6'], ['Rxd8', 'Ncxd8\n'], ['Qxd5', 'Ra3'], ['Ne5', 'Rf8'], ['Qd7', '']]",1-0
URS-ch U20,Tallinn,1986.??.??,?,"Ehlvest, Jaan","Dokhoian, Yury",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Bd6'], ['O-O', 'O-O'], ['c4', 'c6\n'], ['Qc2', 'Na6'], ['a3', 'Re8'], ['Nc3', 'Bg4'], ['c5', 'Bc7'], ['Nxe4', 'dxe4'], ['Bxe4', 'Bxf3'], ['Bxf3', 'Qxd4\n'], ['Be3', 'Rxe3'], ['fxe3', 'Qxe3+'], ['Qf2', 'Qxf2+'], ['Rxf2', 'Nxc5'], ['Rd1', 'a5']]",1/2-1/2
URS-ch U20,Tallinn,1986.??.??,?,"Ehlvest, Jaan","Azmaiparashvili, Zurab",,,B09,"[['e4', 'g6'], ['d4', 'Bg7'], ['Nc3', 'd6'], ['f4', 'Nf6'], ['Nf3', 'O-O'], ['Bd3', 'Na6'], ['O-O', 'c5'], ['d5', 'Bg4\n'], ['h3', 'Bxf3'], ['Rxf3', 'Nc7'], ['a4', 'a6'], ['a5', 'Nb5'], ['Ne2', 'c4'], ['Bxc4', 'Nxe4'], ['Bxb5', 'axb5\n'], ['Qd3', 'f5'], ['Qxb5', 'Qc7'], ['c3', 'Qc5+'], ['Qxc5', 'dxc5'], ['c4', 'Ra6'], ['Rb3', 'Nd6'], ['Ra4', 'Rfa8\n'], ['Bd2', 'b6'], ['Nc1', 'Bd4+'], ['Kf1', 'Nc8'], ['Ke2', 'bxa5'], ['Kd3', 'e6'], ['dxe6', 'Rd6'], ['Kc2', 'Nb6\n'], ['Rxa5', 'Re8'], ['Bc3', 'Nxc4'], ['Ra7', 'Ne3+'], ['Kb1', 'Bxc3'], ['bxc3', 'Nd5'], ['Rbb7', 'Rb6+\n'], ['Rxb6', 'Nxb6'], ['Kc2', 'Nd5'], ['g3', 'Rxe6'], ['Kd2', 'Ne3'], ['Ra8+', 'Kg7'], ['Kd3', 'c4+'], ['Kd4', 'Re4+\n'], ['Kc5', 'Nf1'], ['g4', 'Rxf4'], ['g5', 'Re4'], ['Kd6', 'f4'], ['Ra7+', 'Kf8'], ['Ra8+', 'Re8'], ['Ra2', 'Nd2']]",0-1
URS-ch U20,Tallinn,1986.??.??,?,"Dreev, Alexey","Ehlvest, Jaan",,,E94,"[['d4', 'g6'], ['c4', 'Bg7'], ['Nf3', 'd6'], ['Nc3', 'Nd7'], ['e4', 'e5'], ['Be2', 'Ngf6'], ['O-O', 'O-O'], ['Be3', 'Qe7\n'], ['Qc2', 'c6'], ['Rfe1', 'h6'], ['h3', 'Re8'], ['Rad1', 'a6'], ['a3', 'exd4'], ['Bxd4', 'b5'], ['Qd2', 'Nc5\n'], ['Bf1', 'Nb3'], ['Bxf6', 'Qxf6'], ['Qxd6', 'Qxd6'], ['Rxd6', 'Na5'], ['cxb5', 'axb5'], ['e5', 'Bf8'], ['Rdd1', 'Kg7\n'], ['Ne4', 'Be6'], ['Nd4', 'Bc4'], ['f4', 'Bxf1'], ['Kxf1', 'Nc4'], ['Rb1', 'Ra6'], ['Ke2', 'Rb6'], ['Rec1', 'c5\n'], ['Nxb5', 'Nxe5'], ['Nc7', 'Rc8'], ['Nd5', 'Re6'], ['fxe5', 'Rxe5'], ['Nc3', 'f5'], ['Rd1', 'fxe4'], ['Rd7+', 'Kf6\n'], ['Rf1+', 'Ke6'], ['Rb7', 'g5'], ['g4', 'c4'], ['Rb6+', 'Kd7'], ['Rf7+', 'Be7'], ['Rb7+', 'Ke8'], ['Rh7', 'Rd8\n'], ['Nb5', 'Rd3'], ['Nc7+', 'Kf8'], ['Rb8+', 'Bd8'], ['Rh8+', 'Ke7'], ['Re8+', 'Kd7'], ['Rxe5', 'Bxc7'], ['Rb7', 'Kc6\n'], ['Rxc7+', 'Kxc7'], ['Rxe4', 'Rxh3'], ['Rxc4+', 'Kd6'], ['Kd2', 'Kd5'], ['Rb4', 'Kc5'], ['b3', 'Rh2+\n'], ['Kd3', 'h5'], ['Rc4+', 'Kd5'], ['gxh5', 'Rxh5'], ['a4', 'Rh3+'], ['Kc2', 'Rh8'], ['Rg4', 'Rg8'], ['Kd3', 'Ke5\n'], ['b4', 'Kf5'], ['Rg1', 'g4'], ['Kc4', 'g3'], ['Kd5', 'Rd8+'], ['Kc6', 'Rc8+'], ['Kb7', 'Rg8'], ['a5', 'Rg7+\n'], ['Kb8', 'Ke5'], ['a6', 'Rg6'], ['Kc8', '']]",1-0
URS-ch U20,Tallinn,1986.??.??,?,"Rozentalis, Eduardas","Ehlvest, Jaan",,,C76,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'g6'], ['c3', 'a6'], ['Ba4', 'd6'], ['d4', 'Bd7'], ['O-O', 'Bg7'], ['d5', 'Nce7\n'], ['Bxd7+', 'Qxd7'], ['c4', 'h6'], ['Ne1', 'b5'], ['cxb5', 'axb5'], ['Nc3', 'b4'], ['Ne2', 'Nf6'], ['f3', 'c6\n'], ['dxc6', 'Nxc6'], ['Be3', 'd5'], ['Bc5', 'Ra5'], ['exd5', 'Qxd5'], ['Qxd5', 'Nxd5'], ['Nd3', 'f5'], ['Rac1', 'Rxa2\n'], ['Rfd1', 'b3'], ['Ba3', 'Ne3'], ['Rd2', 'Nc2'], ['Nc3', 'Rxa3'], ['bxa3', 'e4'], ['Nb5', 'exd3'], ['Rxd3', 'b2\n'], ['Rb1', 'O-O'], ['Nc3', 'Rb8'], ['Nd1', 'Na5']]",0-1
URS-ch U20,Tallinn,1986.??.??,?,"Oll, Lembit","Ehlvest, Jaan",,,B85,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'a6'], ['Be2', 'd6'], ['O-O', 'Nf6'], ['Be3', 'Be7\n'], ['f4', 'O-O'], ['a4', 'Re8'], ['Kh1', 'Qc7'], ['Bf3', 'Rb8'], ['Qd2', 'Na5'], ['Qf2', 'Nc4'], ['Bc1', 'Bf8\n'], ['b3', 'Na5'], ['Bb2', 'e5'], ['fxe5', 'dxe5'], ['Qg3', 'Bd6'], ['Nde2', 'Nc6'], ['Bc1', 'Nb4'], ['Bg5', 'Be7\n'], ['Rad1', 'Kh8'], ['Rd2', 'h6'], ['Be3', 'Bc5'], ['Nd1', 'b6'], ['c3', 'Nc6'], ['b4', 'Bf8'], ['Qf2', 'a5\n'], ['b5', 'Ne7'], ['Ng3', 'g6'], ['Be2', 'Neg8'], ['c4', 'Be6'], ['Rc2', 'Qb7'], ['Nc3', 'Rec8'], ['Nd5', 'Nxd5\n'], ['exd5', 'Bxd5'], ['Rcc1', 'Be6'], ['Bf3', 'Qa7'], ['Bd5', 'Bxd5'], ['cxd5', 'Rxc1'], ['Rxc1', 'f5'], ['Rc6', 'Ne7\n'], ['Bxb6', 'Rxb6'], ['Rf6', 'Rb7'], ['Rxf8+', 'Kg7'], ['Qxa7', 'Rxa7'], ['Rd8', 'Ng8'], ['Nf1', 'Nf6'], ['Nd2', 'e4\n'], ['Kg1', 'f4'], ['b6', 'Re7'], ['Nc4', 'e3'], ['Kf1', 'Ng4'], ['d6', 'Re4'], ['b7', 'e2+'], ['Ke1', 'Nf2'], ['Nb2', '']]",1-0
URS-ch U20,Tallinn,1986.??.??,?,"Novikov, Igor A","Ehlvest, Jaan",,,D18,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'dxc4'], ['a4', 'Bf5'], ['e3', 'e6'], ['Bxc4', 'Bb4'], ['O-O', 'Nbd7\n'], ['Qb3', 'Qb6'], ['e4', 'Bg6'], ['Bxe6', 'fxe6'], ['a5', 'Bxa5'], ['Qxe6+', 'Kd8'], ['e5', 'Ne4'], ['Na4', 'Qb5\n'], ['Nc5', 'Nf8'], ['Qg4', 'Nxc5'], ['dxc5', 'Ke8'], ['Nd4', 'Qxc5'], ['Be3', 'Qb4'], ['f4', 'h5'], ['Qf3', 'Bb6\n'], ['Rad1', 'Rd8'], ['Nxc6', 'bxc6'], ['Qxc6+', 'Ke7'], ['Rxd8', 'Bxe3+'], ['Kh1', 'Kxd8'], ['Rd1+', 'Bd4']]",0-1
URS-ch U20,Tallinn,1986.??.??,?,"Neverov, Valeriy","Ehlvest, Jaan",,,D11,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['e3', 'Bg4'], ['Qb3', 'Qb6'], ['Ne5', 'Bf5'], ['cxd5', 'Qxb3'], ['axb3', 'Nxd5\n'], ['Nd2', 'f6'], ['Nd3', 'Bg6'], ['Nf4', 'Bf7'], ['e4', 'Nc7'], ['Nc4', 'Nd7'], ['Be3', 'a6'], ['f3', 'e6'], ['Nd3', 'Nb5\n'], ['g3', 'b6'], ['Bh3', 'g6'], ['Kf2', 'Bg7'], ['Rhc1', 'O-O'], ['Nb4', 'Nxd4'], ['Bxd4', 'c5'], ['Nxb6', 'Nxb6\n'], ['Bxc5', 'Rfb8'], ['Nxa6', 'Rb7'], ['Bd4', 'Rd8'], ['Bc3', 'f5'], ['Bxg7', 'Rd2+'], ['Ke3', 'Rxh2'], ['Nc5', 'Kxg7\n'], ['Nxb7', 'Rxh3'], ['Nd6', 'fxe4'], ['Ra7', '']]",1-0
URS-ch U20,Tallinn,1986.??.??,?,"Kuporosov, Viktor","Ehlvest, Jaan",,,D34,"[['Nf3', 'c5'], ['g3', 'd5'], ['Bg2', 'Nf6'], ['O-O', 'e6'], ['d4', 'Be7'], ['c4', 'O-O'], ['cxd5', 'exd5'], ['Nc3', 'Nc6\n'], ['Bg5', 'cxd4'], ['Nxd4', 'h6'], ['Be3', 'Re8'], ['Qb3', 'Na5'], ['Qc2', 'Bf8'], ['Rad1', 'Re5'], ['Bf4', 'Rh5\n'], ['e4', 'Nxe4'], ['Nxe4', 'dxe4'], ['Ne6', 'Qe7'], ['Qe2', 'Qxe6'], ['Qxh5', 'f5'], ['g4', 'Nc6'], ['gxf5', 'Qxf5\n'], ['Qxf5', 'Bxf5'], ['Bd6', 'Bg4'], ['f3', 'Bh5'], ['Kf2', 'Nb4'], ['Bxf8', 'Rxf8'], ['Rd4', 'exf3'], ['Rxb4', 'fxg2+\n'], ['Kxg2', 'Rb8'], ['Kg3', 'Bf7'], ['b3', 'Bd5'], ['Rb5', 'Bc6'], ['Ra5', 'a6'], ['Re5', 'Rd8'], ['Rfe1', 'Rd3+\n'], ['R5e3', 'Rd4'], ['Re7', 'Rd3+'], ['R1e3', 'Rd1'], ['Re2', 'Kh7'], ['Kf4', 'Rf1+'], ['Ke5', 'h5'], ['Re6', 'Rg1\n'], ['Rd6', 'Rg5+'], ['Ke6', 'Rg6+'], ['Ke7', 'Rg4'], ['Re5', 'Rh4'], ['Rd2', 'Kh6'], ['Rf2', 'Rh3'], ['Kf7', 'Rd3\n'], ['h4', 'Rd4'], ['Rg5', 'Rd7+'], ['Ke6', 'Rd4'], ['Kf7', 'Rd7+'], ['Kf8', 'Rd8+'], ['Kf7', 'Rd7+']]",1/2-1/2
URS-ch U20,Tallinn,1986.??.??,?,"Bareev, Evgeny","Ehlvest, Jaan",,,D17,"[['d4', 'd5'], ['c4', 'c6'], ['Nc3', 'Nf6'], ['Nf3', 'dxc4'], ['a4', 'Bf5'], ['Ne5', 'e6'], ['f3', 'Bb4'], ['Nxc4', 'O-O\n'], ['Bg5', 'h6'], ['Bh4', 'c5'], ['dxc5', 'Qxd1+'], ['Rxd1', 'Bc2'], ['Rc1', 'Bxa4'], ['Bxf6', 'gxf6'], ['Ra1', 'Bb3\n'], ['Nb6', 'Nc6'], ['Nxa8', 'Rxa8'], ['e3', 'Bxc5'], ['Kf2', 'f5'], ['Na4', 'Bb4'], ['Bb5', 'Rd8'], ['Bxc6', 'Rd2+\n'], ['Kg3', 'bxc6'], ['Rhc1', 'Bc2'], ['Nc3', 'a5'], ['Nb1', 'Re2'], ['Nc3', 'Rd2']]",1/2-1/2
Kotov mem,Tallinn,1986.??.??,?,"Stohl, Igor","Ehlvest, Jaan",,,D15,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'dxc4'], ['Ne5', 'Be6'], ['e4', 'b5'], ['f4', 'g6'], ['g4', 'Bg7'], ['f5', 'Bc8\n'], ['Bg2', 'Bb7'], ['O-O', 'O-O'], ['Be3', 'c5'], ['dxc5', 'b4'], ['Qxd8', 'Rxd8'], ['Nb5', 'Nc6'], ['Nxc6', 'Bxc6\n'], ['Nd4', 'Nxg4'], ['Nxc6', 'Nxe3'], ['Nxd8', 'Rxd8'], ['Rf2', 'Nd1'], ['Rxd1', 'Rxd1+'], ['Rf1', 'Bd4+\n'], ['Kh1', 'Rxf1+'], ['Bxf1', 'c3'], ['bxc3', 'bxc3'], ['Bd3', 'Bxc5'], ['Kg2', 'Kg7'], ['Kf3', 'Kf6'], ['h3', 'Bd4\n'], ['Bc2', 'Kg5'], ['Kg3', 'Be5+'], ['Kf3', 'Kh4'], ['Kg2', 'g5']]",0-1
Kotov mem,Tallinn,1986.??.??,?,"Glek, Igor V","Ehlvest, Jaan",,,B81,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'e6'], ['g4', 'h6'], ['h4', 'Nc6'], ['Rg1', 'h5\n'], ['gxh5', 'Nxh5'], ['Bg5', 'Nf6'], ['Qd2', 'Qb6'], ['Nb3', 'a6'], ['O-O-O', 'Bd7'], ['Qe2', 'Rc8'], ['Rg3', 'Qc7\n'], ['Bh3', 'b5'], ['f4', 'b4'], ['Nb1', 'a5'], ['a4', 'Ne7'], ['e5', 'Nh5'], ['Rgd3', 'd5'], ['Nd4', 'g6'], ['b3', 'Nf5\n'], ['Nxf5', 'gxf5'], ['Kb2', 'f6'], ['exf6', 'Kf7'], ['Qd2', 'Nxf6'], ['Bxf6', 'Kxf6'], ['Rg3', 'Rxh4'], ['Qd4+', 'Kf7\n'], ['Bxf5', 'exf5'], ['Rdg1', 'Rg4'], ['Rxg4', 'fxg4'], ['Qxd5+', 'Be6'], ['Qh5+', 'Kg8'], ['c3', 'Bg7\n'], ['f5', 'Bxc3+']]",0-1
Kotov mem,Tallinn,1986.??.??,?,"Berg, Klaus","Ehlvest, Jaan",,,E14,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['e3', 'b6'], ['Bd3', 'Bb7'], ['O-O', 'Be7'], ['c4', 'O-O'], ['Nc3', 'd5'], ['b3', 'c5'], ['cxd5', 'exd5\n'], ['Bb2', 'Nbd7'], ['Rc1', 'Bd6'], ['Qe2', 'a6'], ['Rfd1', 'g6'], ['Qc2', 'Qe7'], ['Bf1', 'Rac8'], ['Re1', 'Rfe8\n'], ['g3', 'c4'], ['bxc4', 'dxc4'], ['Nd2', 'b5'], ['e4', 'b4'], ['e5', 'bxc3'], ['Bxc3', 'Nd5'], ['exd6', 'Qxe1\n'], ['Rxe1', 'Rxe1'], ['Ne4', 'Nxc3'], ['Nxc3', 'Bf3'], ['Qa4', 'Rc6'], ['Qa3', 'Rb6'], ['Qa4', 'Rxd6'], ['Qxc4', 'Kg7\n'], ['d5', 'Ne5'], ['Qb4', 'Rf6'], ['d6', 'a5'], ['Qxa5', 'Rxd6'], ['Qb4', 'Rd2'], ['Qf4', 'Rc2'], ['Qd4', 'Rcc1']]",0-1
Kotov mem,Tallinn,1986.??.??,?,"Ehlvest, Jaan","Djuric, Stefan",,,C88,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'O-O'], ['a4', 'Bb7\n'], ['d3', 'd6'], ['Nc3', 'Na5'], ['Ba2', 'b4'], ['Ne2', 'c5'], ['c3', 'bxc3'], ['bxc3', 'c4'], ['Ng3', 'd5'], ['Nxe5', 'dxe4\n'], ['d4', 'Bd6'], ['Bg5', 'Re8'], ['Ng4', 'Be7'], ['Nf5', 'Nd5'], ['Nxe7+', 'Nxe7'], ['Rb1', 'Qc7'], ['Bxe7', 'Rxe7\n'], ['Ne3', 'Qc6'], ['Rb4', 'Qg6'], ['Qb1', 'h5'], ['Nxc4', 'Nxc4'], ['Rxb7', 'Nd2'], ['Rxe7', 'Nxb1'], ['Bxf7+', 'Qxf7\n'], ['Rxf7', 'Kxf7'], ['Rxb1', 'Rc8'], ['Rb3', 'Ke6'], ['Kf1', 'Kd5'], ['Ke2', 'Rc4'], ['Ra3', 'h4'], ['a5', 'Rc6\n'], ['Rb3', 'h3'], ['gxh3', 'Rh6'], ['Rb8', 'Rxh3'], ['Rd8+', 'Kc6'], ['c4', 'Rxh2'], ['Ke3', 'Rh5'], ['d5+', 'Kc7\n'], ['Rg8', 'Rh3+'], ['Kxe4', '']]",1-0
Kotov mem,Tallinn,1986.??.??,?,"Ehlvest, Jaan","Forintos, Gyozo V",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Nc6'], ['O-O', 'Bg4'], ['Re1', 'Be7\n'], ['c3', 'f5'], ['Qb3', 'Qd6'], ['Nfd2', 'Bh5'], ['f3', 'Nxd2'], ['Nxd2', 'O-O'], ['Nf1', 'f4'], ['Qxb7', 'Rab8\n'], ['Qa6', 'Bh4'], ['Re2', 'Bg6'], ['Bxg6', 'Nxd4'], ['Bxh7+', 'Kh8'], ['Bd3', 'Rb6'], ['Qa4', 'Nxe2+'], ['Bxe2', 'Qc5+\n'], ['Be3', 'fxe3'], ['Qxh4+', 'Kg8'], ['Rb1', 'Rfb8'], ['Qh5', 'Rxb2'], ['Rxb2', 'Rxb2'], ['Qe8+', 'Qf8\n'], ['Qxe3', 'Rxa2'], ['Bd3', 'Qf7'], ['h4', 'Ra5'], ['Ng3', 'Kf8'], ['Nf5', 'Qf6'], ['h5', 'c5'], ['Qf4', 'Ra1+\n'], ['Kh2', 'c4'], ['Qb8+', 'Kf7'], ['Qb7+', 'Kf8'], ['Qa8+', 'Kf7'], ['Qxd5+', 'Ke8'], ['Bxc4', '']]",1-0
Kotov mem,Tallinn,1986.??.??,?,"Ehlvest, Jaan","Lerner, Konstantin Z",,,B89,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bc4', 'e6'], ['Be3', 'a6'], ['Qe2', 'Qc7\n'], ['O-O-O', 'Na5'], ['Bd3', 'b5'], ['Bg5', 'Be7'], ['a3', 'Rb8'], ['f4', 'b4'], ['axb4', 'Rxb4'], ['Nf3', 'Nc4\n'], ['b3', 'Na5'], ['Kb2', 'Bb7'], ['Na2', 'Rb6'], ['Rhf1', 'Qc5'], ['f5', 'Ng4'], ['Bxe7', 'Kxe7'], ['Rde1', 'Ne5\n'], ['Nxe5', 'Qxe5+'], ['Ka3', 'Nc6'], ['Qf2', 'Nd4'], ['fxe6', 'fxe6'], ['Nc3', 'Kd8'], ['Na4', 'Rc6'], ['c4', 'Rc7\n'], ['Rd1', 'Bc6'], ['Bb1', 'Nxb3'], ['Kxb3', 'Bxa4+']]",0-1
Kotov mem,Tallinn,1986.??.??,?,"Ehlvest, Jaan","Palatnik, Semon",,,B05,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Nf3', 'Bg4'], ['Be2', 'e6'], ['O-O', 'Be7'], ['h3', 'Bh5'], ['c4', 'Nb6\n'], ['Nc3', 'O-O'], ['Be3', 'd5'], ['c5', 'Bxf3'], ['gxf3', 'Nc8'], ['f4', 'Nc6'], ['Bd3', 'g6'], ['Kh2', 'Kh8\n'], ['Rg1', 'Qd7'], ['Qf3', 'b6'], ['cxb6', 'Nxb6'], ['Rac1', 'Nb4'], ['Be2', 'f6'], ['Qg4', '']]",1/2-1/2
Kotov mem,Tallinn,1986.??.??,?,"Ehlvest, Jaan","Smagin, Sergey",,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Bb7'], ['d4', 'Re8'], ['Ng5', 'Rf8'], ['Nf3', 'Re8'], ['a4', 'h6'], ['Nbd2', 'Bf8'], ['Bc2', 'exd4\n'], ['cxd4', 'Nb4'], ['Bb1', 'c5'], ['d5', 'Nd7'], ['Nf1', 'f5'], ['exf5', 'Nf6'], ['Nh4', 'Nbxd5'], ['Rxe8', 'Qxe8\n'], ['Ng6', 'Qc6'], ['axb5', 'axb5'], ['Rxa8', 'Bxa8'], ['Qe1', '']]",1/2-1/2
Kotov mem,Tallinn,1986.??.??,?,"Ehlvest, Jaan","Vaisser, Anatoli",,,C00,"[['e4', 'c5'], ['Nf3', 'e6'], ['d3', 'Nc6'], ['g3', 'd5'], ['Qe2', 'Nf6'], ['Bg2', 'Be7'], ['O-O', 'b6'], ['e5', 'Nd7'], ['c4', 'd4\n'], ['Nfd2', 'Qc7'], ['f4', 'Bb7'], ['Ne4', 'O-O-O'], ['Na3', 'a6'], ['Nc2', 'h5'], ['h4', 'f6'], ['exf6', 'gxf6\n'], ['f5', 'exf5'], ['Rxf5', 'Bd6'], ['Bf4', 'Bxf4'], ['Rxf4', 'Rdg8'], ['Raf1', 'Kb8'], ['Ne1', 'Nce5'], ['b4', 'Rg7\n'], ['bxc5', 'bxc5'], ['Rf5', 'Rhg8'], ['Rxh5', 'Rxg3'], ['Nxg3', 'Rxg3'], ['Rh8+', 'Ka7'], ['Rf4', 'Ng6']]",0-1
