TCh-CHN Men,"Suzhou, Jiangsu CHN",2001.03.26,1,Ding Liren,Wu Wenjin,,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'Nd6'], ['Bxc6', 'dxc6'], ['dxe5', 'Nf5'], ['Qxd8+', 'Kxd8\n'], ['Nc3', 'h6'], ['Bd2', 'Be6'], ['Rad1', 'Kc8'], ['Rfe1', 'b6'], ['a3', 'Kb7'], ['Bc1', 'Re8'], ['h3', 'c5\n'], ['Ne4', 'Ne7'], ['b3', 'a5'], ['Nc3', 'Nc6'], ['Bb2', 'c4'], ['bxc4', 'Bxc4'], ['Ne4', 'Be6'], ['Rd2', 'Be7\n'], ['Red1', 'Rd8'], ['Kf1', 'Rxd2'], ['Rxd2', 'a4'], ['Nd4', 'Nxd4'], ['Rxd4', 'b5'], ['f4', 'h5'], ['Kf2', 'Kc6\n'], ['Kf3', 'g6'], ['Ke3', 'Rd8'], ['Rxd8', 'Bxd8'], ['Kd4', 'Be7'], ['Bc1', 'Bf5'], ['Bb2', 'b4'], ['axb4', 'Bxb4\n'], ['c3', 'a3'], ['Ba1', 'Be7'], ['c4', 'Bxe4'], ['Kxe4', 'Kc5'], ['Kd3', 'Kb4'], ['g4', 'hxg4'], ['hxg4', 'Kb3\n'], ['f5', 'gxf5'], ['gxf5', 'Ka2'], ['Bc3', 'Kb1'], ['e6', 'fxe6'], ['fxe6', 'a2'], ['Ke4', 'Ba3'], ['Kd3', 'c6\n'], ['Bd4', 'a1=Q'], ['Bxa1', 'Kxa1'], ['Kd4', 'Be7'], ['c5', 'Kb2'], ['Kc4', 'Ka3']]",0-1
Maotai Prince Cup Kings,JinZhou CHN,2009.09.18,2,Zhou Jianchao,Ding Liren,,,E84,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['f3', 'O-O'], ['Be3', 'Nc6'], ['Nge2', 'a6'], ['Qd2', 'Rb8\n'], ['Rc1', 'Bd7'], ['Ng3', 'e5'], ['d5', 'Ne7'], ['Be2', 'Nh5'], ['Nxh5', 'gxh5'], ['f4', 'exf4'], ['Bxf4', 'Ng6\n'], ['Bg5', 'Bf6'], ['Bh6', 'Be5'], ['O-O', 'Qh4'], ['g3', 'Bxg3'], ['hxg3', 'Qxg3+'], ['Kh1', 'Qh3+']]",1/2-1/2
Maotai Prince Cup Kings,JinZhou CHN,2009.09.19,3,Ding Liren,Bu Xiangzhi,,,D38,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Bb4'], ['Qa4+', 'Nc6'], ['e3', 'O-O'], ['Bd2', 'a6'], ['a3', 'Bd6\n'], ['c5', 'Be7'], ['Bd3', 'e5'], ['Nxe5', 'Nxe5'], ['dxe5', 'Nd7'], ['Qc2', 'Nxe5'], ['Bxh7+', 'Kh8'], ['Bf5', 'Bxc5\n'], ['Ne2', 'Qh4'], ['O-O', 'Bd6'], ['h3', 'Qg5'], ['Bxc8', 'Nf3+'], ['Kh1', 'Nxd2'], ['Qxd2', 'Raxc8'], ['Rad1', 'Qf6\n'], ['Qxd5', 'Qxb2'], ['Nd4', 'Qxa3'], ['Qxb7', 'Be5'], ['Nc6', 'Bf6'], ['Rd5', 'Ra8'], ['Qxc7', 'Qa2'], ['Rh5+', 'Kg8\n'], ['Kg1', 'Qe2'], ['Rf5', 'Rfe8'], ['Qb7', 'Qc4'], ['Rf4', 'Qc5'], ['Ra4', 'a5'], ['Rb1', 'Rac8'], ['Nxa5', 'Qf5\n'], ['Rc4', 'Rb8'], ['Qxb8', 'Rxb8'], ['Rxb8+', 'Kh7'], ['Nc6', 'Qd3'], ['Rc1', 'Bh4'], ['Rb2', 'Bf6'], ['Rbb1', 'Qe4\n'], ['Nd4', 'Bxd4'], ['Rb4', 'Qxe3'], ['fxe3', 'Bxe3+'], ['Kf1', 'Bxc1'], ['Ke2', 'g6'], ['Rb7', 'Kg7'], ['Kf3', 'Kf6\n'], ['Ke4', 'Ke6'], ['Rb6+', 'Ke7'], ['Ke5', 'Bd2'], ['Rb7+', 'Ke8'], ['Rc7', 'Be3'], ['Rc8+', 'Ke7'], ['g4', 'Bg5\n'], ['Rc7+', 'Ke8'], ['Ra7', 'Bh4'], ['Kd6', 'Bg3+'], ['Kc6', 'Bh4'], ['Kd5', 'Bg3'], ['Ra8+', 'Ke7'], ['Rh8', 'Be1\n'], ['Rg8', 'Bg3'], ['Rh8', 'Be1'], ['Rb8', 'Bg3'], ['Rb3', 'Bh4'], ['Re3+', 'Kd7'], ['Re4', 'Bg5'], ['Kd4', 'Bh4\n'], ['Ke3', 'Bg5+'], ['Kf3', 'Be7'], ['Kf4', 'Bf6'], ['Re2', 'Be7'], ['Re4', 'Ke8'], ['h4', 'Kf8'], ['h5', 'gxh5\n'], ['gxh5', 'Ba3'], ['Kf5', 'Kg7'], ['Rg4+', 'Kh6'], ['Rg3', 'Bc1'], ['Rh3', 'Bb2'], ['Rb3', 'Bd4'], ['Ke4', 'Bc5\n'], ['Rf3', 'Bb4'], ['Rf5', 'Bd2'], ['Kf3', 'Kg7'], ['Kg4', 'Bc1'], ['Rf3', 'Bd2'], ['Kf5', 'Bc1'], ['Ke5', 'Bd2\n'], ['Kd6', 'Bc1'], ['Ke7', 'Kh6'], ['Rh3', 'Kg7'], ['h6+', 'Kh7'], ['Kxf7', 'Bb2'], ['Ke6', 'Bc1'], ['Rh1', 'Bd2\n'], ['Kf5', 'Be3'], ['Kf6', 'Bd2'], ['Rd1', 'Be3'], ['Rd3', 'Bc1'], ['Rb3', 'Bd2'], ['Rg3', 'Bc1'], ['Rg2', 'Be3\n'], ['Rh2', 'Bf4'], ['Rh1', 'Be3'], ['Kf7', 'Bd2'], ['Rh3', 'Bg5'], ['Rc3', 'Bd2'], ['Rc6', 'Be3'], ['Rg6', 'Bd4\n'], ['Rd6', 'Be3'], ['Rc6', 'Bd2'], ['Rc2', 'Bf4'], ['Rc6', 'Be3'], ['Ra6', 'Bd2'], ['Rb6', 'Be3'], ['Rb3', 'Bg5\n'], ['Rh3', 'Bc1'], ['Ke6', 'Bd2'], ['Kf5', 'Bc1'], ['Rc3', 'Bd2'], ['Rc6', 'Be3'], ['Rf6', 'Bd2'], ['Kg4', 'Bxh6\n'], ['Kh5', 'Be3'], ['Rf7+', 'Kg8'], ['Kg6', 'Bg1'], ['Rf3', 'Bh2'], ['Rh3', 'Bg1'], ['Rh1', '']]",1-0
Maotai Prince Cup Kings,JinZhou CHN,2009.09.20,4,Ni Hua,Ding Liren,,,C10,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'dxe4'], ['Nxe4', 'Nd7'], ['Nf3', 'Ngf6'], ['Nxf6+', 'Nxf6'], ['c3', 'c5'], ['Ne5', 'a6\n'], ['Be3', 'Qc7'], ['Qa4+', 'Nd7'], ['Bb5', 'cxd4'], ['Bxd7+', 'Bxd7'], ['Qxd4', 'f6'], ['Qxd7+', 'Qxd7\n'], ['Nxd7', 'Kxd7'], ['O-O-O+', 'Kc7'], ['Rd4', 'Rd8'], ['Rc4+', 'Kb8'], ['Bb6', 'Rd5'], ['Rd1', 'Rxd1+\n'], ['Kxd1', 'Bd6'], ['Ke2', 'e5'], ['a4', 'h5'], ['b4', 'g6'], ['b5', 'axb5'], ['axb5', 'Rh7'], ['Bd8', 'f5\n'], ['b6', 'Rd7'], ['Bg5', 'Bf8'], ['Bf6', 'Rd5'], ['Rc7', 'Bc5'], ['Rg7', 'Bxb6'], ['Rxg6', 'Rb5'], ['f3', 'e4\n'], ['fxe4', 'fxe4'], ['Bd4', 'Bxd4'], ['cxd4', 'Rb3'], ['Rh6', 'Rb2+'], ['Ke3', 'Rxg2'], ['Rxh5', 'Kc7\n'], ['Kxe4', 'b5'], ['Rh7+', 'Kd6'], ['Rh6+', 'Kd7'], ['Kd3', 'Rg4'], ['Rh8', 'b4'], ['h4', 'b3'], ['h5', 'Rg2\n'], ['Rb8', 'Rh2'], ['Rxb3', 'Rxh5'], ['Kc4', 'Rg5'], ['Rb5', 'Rxb5'], ['Kxb5', 'Kd6'], ['Kc4', 'Kc6'], ['d5+', 'Kd6\n'], ['Kd4', 'Kd7'], ['Ke5', 'Ke7'], ['d6+', 'Kd7'], ['Kd5', 'Kd8'], ['Ke6', 'Ke8'], ['d7+', 'Kd8'], ['Kd6', '']]",1/2-1/2
Maotai Prince Cup Kings,JinZhou CHN,2009.09.22,5,Ding Liren,Zhang Pengxiang,,,D15,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'a6'], ['c5', 'Nbd7'], ['Bf4', 'Nh5'], ['e3', 'Nxf4'], ['exf4', 'g6\n'], ['h4', 'Bg7'], ['Qd2', 'b6'], ['cxb6', 'Rb8'], ['Rc1', 'Nxb6'], ['h5', 'Qd6'], ['Bd3', 'Nc4'], ['Bxc4', 'dxc4\n'], ['Ne5', 'O-O'], ['Nd1', 'Rd8'], ['hxg6', 'hxg6'], ['Rxc4', 'Be6'], ['Rxc6', 'Qxd4'], ['Qxd4', 'Rxd4\n'], ['O-O', 'Rxf4'], ['Nxg6', 'Re4'], ['f3', 'Re2'], ['Nf4', 'Bd4+'], ['Kh1', 'Kg7'], ['Nh5+', 'Kg6'], ['g4', 'Kg5\n'], ['b3', 'Rc8'], ['Rxc8', 'Bxc8'], ['Ng3', 'Rxa2'], ['Nc3', 'Bxc3'], ['Ne4+', 'Kf4'], ['Nxc3', 'Rd2'], ['Ne4', 'Rc2\n'], ['Kg1', 'Bb7'], ['b4', 'Ra2'], ['Re1', 'Bxe4'], ['Rxe4+', 'Kg3'], ['Re1', 'Rb2'], ['g5', 'e5'], ['Ra1', 'Rxb4\n'], ['Kf1', 'Kxf3'], ['Ra3+', 'Kf4'], ['g6', 'Rb1+'], ['Kf2', 'Rb2+'], ['Kf1', 'fxg6'], ['Rxa6', 'g5'], ['Rf6+', 'Ke4\n'], ['Rg6', 'g4'], ['Rf6', 'Ke3'], ['Rf8', 'e4'], ['Kg1', 'Rd2'], ['Rf7', 'Kd3'], ['Rd7+', 'Ke2'], ['Rf7', 'e3\n'], ['Rf4', 'Kd3']]",0-1
Maotai Prince Cup Kings,JinZhou CHN,2009.09.23,6,Wang Yue,Ding Liren,,,E71,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['h3', 'O-O'], ['Bg5', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['a4', 'h6\n'], ['Be3', 'e6'], ['Nf3', 'exd5'], ['exd5', 'Re8'], ['Bd3', 'Nbd7'], ['O-O', 'Nb6'], ['Qb3', 'Bb7'], ['a5', 'Nbxd5\n'], ['Bc4', 'Nxe3'], ['Bxf7+', 'Kh7'], ['Bxe8', 'Nxf1'], ['Bc6', 'Bxc6'], ['bxc6', 'Ne3'], ['fxe3', 'Qe8\n'], ['c7', 'Qxe3+'], ['Kh1', 'Ne4'], ['Re1', 'Nf2+'], ['Kg1', 'Nxh3+'], ['Kh2', 'Qf4+'], ['Kxh3', 'Rf8'], ['Nd5', 'Qf5+\n'], ['g4', 'Qc8'], ['Re7', '']]",1-0
Maotai Prince Cup Kings,JinZhou CHN,2009.09.24,7,Ding Liren,Li Chao2,,,D85,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Be3', 'c5'], ['Rc1', 'Qa5\n'], ['Qd2', 'O-O'], ['Nf3', 'Rd8'], ['d5', 'e6'], ['Bg5', 'f6'], ['c4', 'Nc6'], ['Qxa5', 'Nxa5'], ['Be3', 'b6\n'], ['Bd3', 'f5'], ['exf5', 'gxf5'], ['Bg5', 'Rd6'], ['Bf4', 'Rd8'], ['Bg5', 'Rd6'], ['Bf4', 'Rd7'], ['O-O', 'exd5\n'], ['Rfe1', 'dxc4'], ['Bxf5', 'Rd8'], ['Bc2', 'Bg4'], ['Ne5', 'Rd4'], ['g3', 'Bh5'], ['Re3', 'Re8'], ['Rce1', 'Rf8\n'], ['Kg2', 'Be8'], ['Be4', 'b5'], ['Nf3', 'Bc6'], ['Bxc6', 'Nxc6'], ['Nxd4', 'cxd4'], ['Re6', 'Nb4'], ['Bd6', 'Nxa2\n'], ['Bxf8', 'Bxf8'], ['Rf6', 'Kg7'], ['Ra6', 'Nc3'], ['Rxa7+', 'Kf6'], ['Re8', 'Bb4'], ['Ra6+', 'Kf7'], ['Rd8', 'd3\n'], ['Rd7+', 'Be7'], ['Raa7', 'Kf6'], ['Rxe7', 'd2'], ['Red7', 'd1=Q'], ['Rxd1', 'Nxd1'], ['Rb7', 'Nc3'], ['f4', 'Ke6\n'], ['Kf3', 'Kd6'], ['f5', 'Nd5'], ['Rxb5', 'c3'], ['Ke2', '']]",1-0
6th TCh-CHN,Ningbo CHN,2010.04.16,1,Wang Hao,Ding Liren,,,E63,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nf3', 'Bg7'], ['g3', 'O-O'], ['Bg2', 'd6'], ['O-O', 'Nc6'], ['Nc3', 'a6'], ['b3', 'Rb8\n'], ['Nd5', 'Nd7'], ['Bb2', 'e6'], ['Ne3', 'b6'], ['Qd2', 'Ne7'], ['Rac1', 'Bb7'], ['Ra1', 'Bc8'], ['Rac1', 'Bb7\n'], ['Rfd1', 'Nf6'], ['d5', 'e5'], ['Nf1', 'Ne4'], ['Qc2', 'f5'], ['N1d2', 'Nxd2'], ['Nxd2', 'f4'], ['b4', 'Bc8\n'], ['c5', 'bxc5'], ['bxc5', 'Rxb2'], ['Qxb2', 'e4'], ['Qa3', 'e3'], ['fxe3', 'fxg3'], ['e4', 'Bd4+'], ['Kh1', 'Bxc5\n'], ['Qxg3', 'Bd7'], ['Rf1', 'Rxf1+'], ['Rxf1', 'Bd4'], ['Qd3', 'Bg7'], ['Qxa6', 'g5'], ['Qa7', 'Ng6'], ['Rb1', 'Nf8\n'], ['Qb8', 'Qf6'], ['Qxc7', 'Qf4'], ['Nc4', 'Bh3'], ['Nxd6', 'Be5'], ['Qf7+', 'Qxf7'], ['Nxf7', 'Bxg2+\n'], ['Kxg2', 'Kxf7'], ['a4', 'Nd7'], ['a5', 'Nc5'], ['Rb5', '']]",1-0
TCh-CHN,Ningbo City CHN,2010.04.16,1,Wang Hao,Ding Liren,,,E63,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nf3', 'Bg7'], ['g3', 'O-O'], ['Bg2', 'd6'], ['O-O', 'Nc6'], ['Nc3', 'a6'], ['b3', 'Rb8\n'], ['Nd5', 'Nd7'], ['Bb2', 'e6'], ['Ne3', 'b6'], ['Qd2', 'Ne7'], ['Rac1', 'Bb7'], ['Rfd1', 'Nf6'], ['d5', 'e5\n'], ['Nf1', 'Ne4'], ['Qc2', 'f5'], ['N1d2', 'Nxd2'], ['Nxd2', 'f4'], ['b4', 'Bc8'], ['c5', 'bxc5'], ['bxc5', 'Rxb2\n'], ['Qxb2', 'e4'], ['Qa3', 'e3'], ['fxe3', 'fxg3'], ['e4', 'Bd4+'], ['Kh1', 'Bxc5'], ['Qxg3', 'Bd7'], ['Rf1', 'Rxf1+\n'], ['Rxf1', 'Bd4'], ['Qd3', 'Bg7'], ['Qxa6', 'g5'], ['Qa7', 'Ng6'], ['Rb1', 'Nf8'], ['Qb8', 'Qf6'], ['Qxc7', 'Qf4\n'], ['Nc4', 'Bh3'], ['Nxd6', 'Be5'], ['Qf7+', 'Qxf7'], ['Nxf7', 'Bxg2+'], ['Kxg2', 'Kxf7'], ['a4', 'Nd7\n'], ['a5', 'Nc5'], ['Rb5', '']]",1-0
TCh-CHN,Ningbo City CHN,2010.04.17,2,Ding Liren,Wen Yang,,,D20,"[['d4', 'd5'], ['c4', 'dxc4'], ['e4', 'Nf6'], ['e5', 'Nd5'], ['Bxc4', 'Nb6'], ['Bd3', 'Nc6'], ['Ne2', 'Bg4'], ['f3', 'Be6\n'], ['Nbc3', 'Qd7'], ['Ne4', 'Bd5'], ['Nc5', 'Qc8'], ['Nf4', 'e6'], ['Be3', 'Nb4'], ['Be2', 'Bc6'], ['Nh5', 'N4d5\n'], ['Bf2', 'Qd8'], ['Ne4', 'Bb4+'], ['Kf1', 'O-O'], ['h4', 'Be7'], ['Qd2', 'f5'], ['exf6', 'Nxf6'], ['Nexf6+', 'Bxf6\n'], ['Nxf6+', 'Qxf6'], ['Bg3', 'Rad8'], ['Rd1', 'Qe7'], ['h5', 'Rd5'], ['Be5', 'Bb5'], ['Rh3', 'c6'], ['h6', 'g6\n'], ['Re1', 'Nd7'], ['Bg7', 'Re8'], ['Bxb5', 'Rxb5'], ['b3', 'Rf5'], ['g4', 'Rf7'], ['Kg2', 'Nf6'], ['Rhh1', 'Qd8\n'], ['Re5', 'Nd5'], ['Kg3', 'a6'], ['Rhe1', 'Qd6'], ['Re4', 'Rxg7'], ['hxg7', 'Nf6'], ['Rf4', 'Nd7'], ['Qe3', 'Nxe5']]",1/2-1/2
6th TCh-CHN,Ningbo CHN,2010.04.18,3,Ding Liren,Wei Yi,,,D34,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'c5'], ['cxd5', 'exd5'], ['Nc3', 'Nc6'], ['g3', 'Nf6'], ['Bg2', 'Be7'], ['O-O', 'O-O\n'], ['dxc5', 'Bxc5'], ['Na4', 'Be7'], ['Be3', 'b6'], ['Rc1', 'Bb7'], ['Nc3', 'Qd7'], ['Qa4', 'Na5'], ['Qxd7', 'Nxd7\n'], ['Nd4', 'Nf6'], ['Nf5', 'Bb4'], ['Bd4', 'Rfd8'], ['Bxf6', 'gxf6'], ['Rfd1', 'Nc4'], ['Nxd5', 'Bxd5'], ['Bxd5', 'Rac8\n'], ['Rd4', 'b5'], ['a3', 'Bc5'], ['Rg4+', 'Kf8'], ['Bxc4', 'Bb6'], ['Rc2', 'bxc4'], ['Rgxc4', 'Rxc4'], ['Rxc4', 'Rd1+\n'], ['Kg2', 'Ke8'], ['Re4+', 'Kd8'], ['Rh4', 'Rd2'], ['Kf3', 'Rxb2'], ['Rxh7', 'Rb3+'], ['e3', 'Rxa3'], ['Rxf7', 'Rd3\n'], ['h4', 'Ke8'], ['Rb7', '']]",1-0
9th Asian Continental,Olongapo City PHI,2010.04.21,1,Wang Chen,Ding Liren,,,B40,"[['e4', 'c5'], ['Nf3', 'e6'], ['c4', 'Nc6'], ['Nc3', 'Nf6'], ['Be2', 'Qb6'], ['O-O', 'Be7'], ['d3', 'd6'], ['Be3', 'Ng4\n'], ['Qd2', 'O-O'], ['Bg5', 'Nge5'], ['Bxe7', 'Nxe7'], ['Rab1', 'N7c6'], ['a3', 'a5'], ['Nb5', 'Rd8'], ['Rfd1', 'Bd7\n'], ['Qe3', 'Nxf3+'], ['Bxf3', 'Nd4'], ['Nxd4', 'cxd4'], ['Qe2', 'e5'], ['Bg4', 'Be8'], ['f4', 'Qc7'], ['Rdc1', 'a4\n'], ['fxe5', 'dxe5'], ['c5', 'Ra5'], ['Qc2', 'Rda8'], ['Qc4', 'R8a6'], ['b4', 'axb3'], ['Rxb3', 'Rxa3'], ['Rxa3', 'Rxa3\n'], ['Qd5', 'Rc3'], ['Ra1', 'h5'], ['Bf5', 'g6'], ['Ra8', 'Qe7'], ['Qd8', 'Kf8'], ['Qd6', 'Rxc5']]",0-1
9th Asian Continental,Olongapo City PHI,2010.04.22,2,Ding Liren,Lou Yiping,,,A33,"[['Nf3', 'Nf6'], ['c4', 'c5'], ['Nc3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'e6'], ['a3', 'Be7'], ['e4', 'O-O'], ['Nf3', 'Qc7\n'], ['Bd3', 'b6'], ['O-O', 'Bb7'], ['Bg5', 'Rad8'], ['Qd2', 'd6'], ['Rfd1', 'h6'], ['Bh4', 'Ng4'], ['Nb5', 'Qb8\n'], ['Bxe7', 'Nxe7'], ['Re1', 'Ne5'], ['Nbd4', 'N7g6'], ['Rac1', 'Rc8'], ['Nxe5', 'dxe5'], ['Nb3', 'Rfd8\n'], ['Qe3', 'Qd6'], ['Bf1', 'Ne7'], ['c5', 'bxc5'], ['Rxc5', 'Nc6'], ['Rec1', 'Nd4'], ['Na5', 'Rxc5'], ['Nxb7', 'Rxc1\n'], ['Nxd6', 'Rd1'], ['Nc4', 'Rc8'], ['Nxe5', 'Rcc1'], ['g3', 'Rxf1+'], ['Kg2', 'Rg1+'], ['Kh3', 'Rcd1'], ['Qc3', 'f6\n'], ['Qc8+', 'Kh7'], ['Nd7', 'e5'], ['Nf8+', 'Kg8'], ['Ng6+', 'Kh7'], ['Ne7', '']]",1-0
9th Asian Continental,Olongapo City PHI,2010.04.23,3,Yu Ruiyuan,Ding Liren,,,B42,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Bd3', 'Bc5'], ['Nb3', 'Be7'], ['O-O', 'd6'], ['c4', 'Nf6\n'], ['Nc3', 'b6'], ['Be3', 'Bb7'], ['f4', 'Nbd7'], ['Nd2', 'O-O'], ['Rc1', 'Qb8'], ['Qe2', 'Rd8'], ['Bd4', 'e5\n'], ['Be3', 'b5'], ['cxb5', 'axb5'], ['Bxb5', 'd5'], ['exd5', 'Nxd5'], ['Nxd5', 'Bxd5'], ['a3', 'Bf6'], ['Kh1', 'h5\n'], ['Bc4', 'Qb7'], ['Bxd5', 'Qxd5'], ['Qxh5', 'g6'], ['Qf3', 'Qxf3'], ['Nxf3', 'exf4'], ['Bd4', 'Bxd4'], ['Nxd4', 'Ne5\n'], ['Nc6', 'Nxc6'], ['Rxc6', 'Rd2'], ['h4', 'Rxb2'], ['Rxf4', 'Ra7'], ['Rc3', 'Ra2'], ['Rff3', 'Ra4'], ['Rc8+', 'Kg7\n'], ['Rc7', 'Rxh4+'], ['Kg1', 'Rg4'], ['Rcxf7+', 'Kg8'], ['Rf2', 'Ra1+'], ['Kh2', 'Rxa3']]",1/2-1/2
9th Asian Continental,Olongapo City PHI,2010.04.24,4,Ding Liren,Ni Hua,,,D10,"[['d4', 'd5'], ['c4', 'c6'], ['Nc3', 'Nf6'], ['e3', 'a6'], ['Nf3', 'b5'], ['b3', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'e5'], ['dxe5', 'Bb4\n'], ['Bd2', 'Bxc3'], ['Bxc3', 'Ne4'], ['Bb4', 'bxc4'], ['Qg4', 'c5'], ['f3', 'cxb4'], ['fxe4', 'O-O'], ['exd5', 'Qxd5\n'], ['Bxc4', 'Qxe5'], ['O-O', 'Nc6'], ['Qf3', 'Qc7'], ['Rac1', 'Ne5'], ['Qe4', 'Qb8'], ['Rf5', 'Nxc4'], ['Rxc4', 'a5\n'], ['Qf4', 'g6'], ['Rd5', 'Ra7'], ['Qxb8', 'Rxb8'], ['Rdd4', 'Rb5'], ['Kf2', 'h5'], ['e4', 'Kg7'], ['Kf3', 'Kf6\n'], ['Rc6+', 'Ke7'], ['Rdc4', '']]",1/2-1/2
9th Asian Continental,Olongapo City PHI,2010.04.25,5,"Toufighi,H",Ding Liren,,,B22,"[['e4', 'c5'], ['c3', 'd5'], ['exd5', 'Qxd5'], ['d4', 'Nf6'], ['Nf3', 'e6'], ['Bd3', 'Be7'], ['O-O', 'O-O'], ['Be3', 'Rd8\n'], ['Qe2', 'Nc6'], ['a3', 'b6'], ['Rd1', 'Bb7'], ['Nbd2', 'cxd4'], ['cxd4', 'Bf8'], ['Rac1', 'Rac8'], ['h3', 'h6\n'], ['Bb1', 'b5'], ['Bc2', 'b4'], ['Nc4', 'bxa3'], ['bxa3', 'Ba6'], ['Bd3', 'Na5'], ['Nxa5', 'Bxd3'], ['Qxd3', 'Qxa5\n'], ['Ne5', 'Qxa3'], ['Qxa3', 'Bxa3'], ['Ra1', 'Bd6'], ['Nd3', 'Rc7'], ['d5', 'Nxd5'], ['Bxa7', 'Nc3'], ['Bb6', 'Nxd1\n'], ['Rxd1', 'Rdc8'], ['Bxc7', 'Rxc7'], ['Kf1', 'h5'], ['Rc1', 'Ra7'], ['Rc6', 'Be7'], ['g4', 'Kh7'], ['Ne5', 'Bf6\n'], ['Rc5', 'Bxe5'], ['Rxe5', 'hxg4'], ['hxg4', 'Ra4'], ['f3', 'Ra2'], ['Rb5', 'Kg6'], ['Rb7', 'e5'], ['Ke1', 'e4\n'], ['fxe4', 'Rg2'], ['Rb6+', 'Kg5'], ['Rb7', 'Rxg4'], ['Rb5+', 'Kf6']]",0-1
9th Asian Continental,Olongapo City PHI,2010.04.26,6,Ding Liren,Li Chao2,,,D85,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Be3', 'c5'], ['Nf3', 'Qa5\n'], ['Qd2', 'Nc6'], ['Rb1', 'a6'], ['Rc1', 'Bg4'], ['d5', 'Rd8'], ['Be2', 'O-O'], ['O-O', 'Bxf3'], ['Bxf3', 'e6\n'], ['Rfd1', 'exd5'], ['exd5', 'Ne5'], ['d6', 'Rfe8'], ['Qd5', 'Bf8'], ['Qxc5', 'Nxf3+'], ['gxf3', 'Qxc5\n'], ['Bxc5', 'Re5'], ['Bb4', 'a5'], ['Ba3', 'b5'], ['Rc2', 'Rf5'], ['Re2', 'f6'], ['Re3', 'Kf7'], ['Rd4', 'Rd7\n'], ['Kf1', 'Rh5'], ['h4', 'g5'], ['hxg5', 'Rxg5'], ['f4', 'Rf5'], ['Kg2', 'h5'], ['Kf3', 'Rd8'], ['Ke4', 'Ke6\n'], ['Kf3+', 'Kf7'], ['Kg3', 'Rd7'], ['Kg2', 'Rd8'], ['Kf3', 'Rd7'], ['Ke4', 'Ke6'], ['Kf3+', 'Kf7'], ['Red3', 'Ke6\n'], ['Ke4', 'Rd8'], ['Rd5', 'Rxd5'], ['Rxd5', 'Bxd6'], ['Bxd6', 'Rxd6'], ['Rxb5', 'Rd2'], ['Rxa5', 'Rxf2\n'], ['Ra6+', 'Ke7'], ['Kf5', 'h4'], ['a4', 'h3'], ['Rxf6', 'Rc2'], ['Re6+', 'Kf7'], ['Re3', 'h2'], ['Rh3', 'Kg7\n'], ['Ke5', 'Rxc3'], ['Rxh2', '']]",1/2-1/2
9th Asian Continental,Olongapo City PHI,2010.04.27,7,"Gundavaa,B",Ding Liren,,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['Bg5', 'Bg7'], ['Nbd2', 'O-O'], ['c3', 'd5'], ['e3', 'Nbd7'], ['Be2', 'Re8'], ['O-O', 'e5\n'], ['dxe5', 'Nxe5'], ['Nxe5', 'Rxe5'], ['Nf3', 'Re8'], ['Qb3', 'c6'], ['Rfd1', 'Qb6'], ['Bxf6', 'Bxf6'], ['Rd2', 'Qc5\n'], ['Rad1', 'b5'], ['Nd4', 'Bb7'], ['a4', 'a6'], ['Qc2', 'Qd6'], ['b4', 'Bd8'], ['g3', 'h5'], ['Bf3', 'Bb6'], ['Kg2', 'h4\n'], ['Kg1', 'Qf6'], ['Bg2', 'Re7'], ['Nb3', 'Rae8'], ['Nc5', 'Bc8'], ['Qd3', 'Bc7'], ['e4', 'Bg4'], ['Rf1', 'h3\n'], ['Bh1', 'Bb6'], ['exd5', 'cxd5'], ['Bxd5', 'Bxc5'], ['bxc5', 'Be2'], ['Rxe2', 'Rxe2'], ['axb5', 'axb5\n'], ['Bf3', 'Rd2']]",0-1
