Vienna,Vienna,1910.??.??,?,"Levenfish, Grigory","List, Paul",,,C83,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['c3', 'Be7'], ['Nbd2', 'Bg4'], ['Qe1', 'Nc5'], ['Bc2', 'Qd7'], ['Nd4', 'Nxd4'], ['cxd4', 'Ne6'], ['Nb3', 'c5\n'], ['f4', 'c4'], ['f5', 'cxb3'], ['fxe6', 'fxe6'], ['axb3', 'Qc6'], ['Bd3', 'g6'], ['Qg3', 'Bf5'], ['Bxf5', 'exf5\n'], ['Bh6', 'g5'], ['Bg7', 'Rg8'], ['Bf6', 'Bxf6'], ['Rac1', 'Qb6'], ['exf6', 'Qxd4+'], ['Kh1', 'Qxf6'], ['Rc7', 'Rg7\n'], ['Rxg7', 'Qxg7']]",1-0
URS-ch09,Leningrad,1934.??.??,?,"Levenfish, Grigory","Riumin, Nikolay Nikolaevich",,,D66,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'd5'], ['Bg5', 'Nbd7'], ['e3', 'Be7'], ['Nf3', 'O-O'], ['Rc1', 'c6'], ['Bd3', 'a6\n'], ['a4', 'dxc4'], ['Bxc4', 'Nd5'], ['Bxe7', 'Qxe7'], ['O-O', 'N5f6'], ['e4', 'b5'], ['Ba2', 'b4'], ['e5', 'bxc3\n'], ['exf6', 'Nxf6'], ['Rxc3', 'Rb8'], ['Qc2', 'Qb4'], ['Rb1', 'Bb7'], ['Rc4', 'Qd6'], ['Rc5', 'Nd7'], ['Rc3', 'Nf6\n'], ['Re1', 'Ba8'], ['Bc4', 'Rb4'], ['b3', 'Rbb8'], ['Re5', 'g6'], ['Ra5', 'Qb4'], ['Re5', 'c5'], ['dxc5', 'Ne4\n'], ['Re3', 'Nxc5'], ['h4', 'Bd5'], ['Bxd5', 'exd5'], ['Rxd5', 'Nxb3'], ['Re4', 'Qb7'], ['Qd3', 'Rfc8'], ['Re1', 'Nc5\n'], ['Qd1', 'Ne6'], ['Rd7', 'Rc7'], ['Rd6', 'Rbc8'], ['Ng5', 'Rc1'], ['Qxc1', 'Rxc1'], ['Rxc1', 'Nf4'], ['Rcc6', 'Qb1+\n'], ['Kh2', 'Qf1'], ['Kg3', 'Ne2+'], ['Kf3', 'Ng1+'], ['Kg3', '']]",1/2-1/2
URS-ch09,Leningrad,1934.??.??,?,"Levenfish, Grigory","Savitsky, Leonid",,,E15,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Bb7'], ['Bg2', 'c5'], ['d5', 'b5'], ['Bg5', 'exd5'], ['Nfd2', 'bxc4\n'], ['Nc3', 'Be7'], ['Nxc4', 'O-O'], ['Bxf6', 'Bxf6'], ['Nxd5', 'Bc6'], ['O-O', 'Na6'], ['Qd2', 'Rb8'], ['Nxf6+', 'Qxf6\n'], ['Bxc6', 'Qxc6'], ['Rfd1', 'Qe6'], ['b3', 'Rfd8'], ['Qd6', 'Nb4'], ['Rd2', 'Nc6'], ['Qxc5', 'd5'], ['Ne3', 'd4\n'], ['Nf5', 'Rd5'], ['Qxc6', 'Qxf5'], ['Rad1', 'Rbd8'], ['Rxd4', 'Rxd4'], ['Rxd4', 'Rf8'], ['Qe4', 'Qc8\n'], ['Rc4', 'Qd7'], ['Rd4', 'Qc8'], ['Qe7', 'Qc1+'], ['Kg2', 'Qc6+'], ['Qe4', 'Qc8'], ['Rc4', 'Qb8'], ['Rb4', 'Qc8\n'], ['Rb7', 'a6'], ['Ra7', 'h5'], ['Qc4', 'Qb8'], ['Rxa6', 'Rc8'], ['Qe4', 'h4'], ['Ra4', 'Re8'], ['Qf4', 'Qc8\n'], ['Qg4', 'Re6'], ['Rc4', 'Qa8+'], ['Qf3', 'Qxa2'], ['Rxh4', '']]",1-0
URS-ch09,Leningrad,1934.??.??,?,"Makogonov, Vladimir Andreevich","Levenfish, Grigory",,,D30,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['e3', 'e6'], ['Bd3', 'Nbd7'], ['Nbd2', 'Be7'], ['e4', 'dxe4'], ['Nxe4', 'c5\n'], ['dxc5', 'Nxe4'], ['Bxe4', 'Nxc5'], ['Qxd8+', 'Bxd8'], ['Bc2', 'Bf6'], ['Rb1', 'Bd7'], ['Bg5', 'Bc6'], ['Bxf6', 'gxf6\n'], ['Nh4', 'O-O-O'], ['Rd1', 'Rxd1+'], ['Kxd1', 'Rd8+'], ['Ke2', 'Rd4'], ['Nf3', 'Rg4'], ['Rg1', 'Be4'], ['h3', 'Rf4\n'], ['Ke3', 'Rxf3+']]",0-1
URS-ch09,Leningrad,1934.??.??,?,"Mazel, Isaak","Levenfish, Grigory",,,A28,"[['c4', 'e5'], ['Nc3', 'Nc6'], ['Nf3', 'Nf6'], ['d4', 'exd4'], ['Nxd4', 'Bb4'], ['Nxc6', 'bxc6'], ['e3', 'O-O'], ['Bd3', 'd5\n'], ['O-O', 'Be6'], ['Qe2', 'Re8'], ['Rd1', 'Bg4'], ['f3', 'Bd7'], ['Bc2', 'Re5'], ['e4', 'Bxc3'], ['bxc3', 'dxe4\n'], ['Bxe4', 'Nxe4'], ['Bf4', 'Re7'], ['fxe4', 'Qe8'], ['Re1', 'Bf5'], ['e5', 'f6'], ['Rad1', 'fxe5'], ['Bxe5', 'Qg6\n'], ['Qf2', 'Bg4'], ['Bf4', 'Rf7'], ['Rd4', 'Raf8'], ['c5', 'Be6'], ['Qe2', 'Bg4'], ['Qc4', 'Bf3'], ['Bg3', 'Bd5\n'], ['Qd3', 'Qxd3'], ['Rxd3', 'Bxa2'], ['h3', 'a5'], ['Ra1', 'Bc4'], ['Rdd1', 'a4'], ['Ra3', 'Bb3'], ['Rd4', 'Re7\n'], ['c4', 'Rf5'], ['Bf2', 'h6'], ['Ra1', 'Kh7'], ['Rd8', 'Rf4'], ['Rc1', 'Bxc4'], ['Rd4', 'Rxd4'], ['Bxd4', 'Bb3\n'], ['Kf2', 'Re4'], ['Bb2', 'Bd5'], ['Rc3', 'g5'], ['Rd3', 'Rc4'], ['Rc3', 'Rb4'], ['Bc1', 'Kg6'], ['g3', 'Kf5\n'], ['Re3', 'Rc4'], ['Ba3', 'Rc2+'], ['Re2', 'Rc4'], ['Re3', 'Be4'], ['h4', 'gxh4'], ['gxh4', 'Kg4'], ['Rg3+', 'Kxh4\n'], ['Rg7', 'Rc3'], ['Bb4', 'Rb3'], ['Bd2', 'a3'], ['Bxh6', 'a2'], ['Rg1', 'Rb2+'], ['Ke3', 'Rb1']]",0-1
URS-ch09,Leningrad,1934.??.??,?,"Panov, Vasily N","Levenfish, Grigory",,,C76,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'd6'], ['c3', 'Bd7'], ['O-O', 'g6'], ['d4', 'Bg7'], ['Re1', 'Nge7\n'], ['Be3', 'O-O'], ['dxe5', 'dxe5'], ['Nbd2', 'h6'], ['Bc2', 'Qc8'], ['Bc5', 'Re8'], ['Nc4', 'b6'], ['Ba3', 'Kh7\n'], ['Qe2', 'Ng8'], ['Rad1', 'Nd8'], ['Ne3', 'Ne6'], ['Qd2', 'Bb5'], ['Nd5', 'Rb8'], ['b3', 'c6'], ['Ne3', 'c5\n'], ['Nd5', 'Rb7'], ['Bb2', 'Bc6'], ['Bc1', 'Rd7'], ['Qe2', 'Qb7'], ['c4', 'b5'], ['Bd3', 'Qb8'], ['Be3', 'Ne7\n'], ['Qc2', 'b4'], ['a3', 'a5'], ['axb4', 'axb4'], ['Ra1', 'Nd4'], ['Nxd4', 'cxd4'], ['Bd2', 'Rb7'], ['Ra6', 'Rc8\n'], ['f4', 'Bxd5'], ['exd5', 'exf4'], ['d6', 'Nd5'], ['d7', 'Rxd7'], ['Bxg6+', 'fxg6'], ['Qxg6+', 'Kh8'], ['cxd5', 'Rf8\n'], ['Rae6', 'Rxd5'], ['Re8', 'Rd6'], ['Bxf4', 'Rxg6'], ['Bxb8', '']]",1/2-1/2
URS-ch09,Leningrad,1934.??.??,?,"Rauzer, Vsevolod","Levenfish, Grigory",,,C76,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'd6'], ['c3', 'Bd7'], ['O-O', 'g6'], ['d4', 'Bg7'], ['Re1', 'Nge7\n'], ['Be3', 'O-O'], ['Nbd2', 'h6'], ['Bb3', 'Kh7'], ['dxe5', 'dxe5'], ['Bc5', 'b6'], ['Ba3', 'Na5'], ['Bd5', 'c6\n'], ['b4', 'Nb7'], ['Bb3', 'Qc7'], ['Qe2', 'c5'], ['Nf1', 'Bb5'], ['c4', 'Bc6'], ['Bc2', 'Nc8'], ['Ne3', 'Ncd6\n'], ['bxc5', 'bxc5'], ['Nd2', 'Kg8'], ['Bb2', 'Rae8'], ['Nd5', 'Qc8'], ['Rab1', 'Nd8'], ['Ba1', 'Ne6'], ['Qg4', 'Qd8\n'], ['Bc3', 'Nd4'], ['Bd3', 'Kh7'], ['f3', 'Re6'], ['Rb2', 'f5'], ['Qg3', 'fxe4'], ['Nxe4', 'N4f5'], ['Qf2', 'Nxc4\n'], ['Bxc4', 'Bxd5'], ['Qxc5', 'Bxc4'], ['Qxc4', 'Qc8'], ['Qxc8', 'Rxc8'], ['Rd1', 'Rec6'], ['Rd3', 'R8c7\n'], ['Kf2', 'g5'], ['Ba5', 'Rc2+'], ['Rxc2', 'Rxc2+'], ['Rd2', 'Rc4']]",1/2-1/2
URS-ch09,Leningrad,1934.??.??,?,"Veresov, Gavriil N","Levenfish, Grigory",,,E32,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'b6'], ['e4', 'Bb7'], ['Bd3', 'Bb4'], ['Qc2', 'Bxc3+'], ['bxc3', 'd6'], ['f4', 'e5\n'], ['Ne2', 'Nfd7'], ['O-O', 'c5'], ['Ng3', 'g6'], ['fxe5', 'dxe5'], ['d5', 'h5'], ['Be3', 'Qe7'], ['Rf2', 'f6\n'], ['Raf1', 'a5'], ['Qa4', 'Kd8'], ['Qd1', 'Ba6'], ['Qe2', 'Ra7'], ['Bc2', 'Kc8'], ['Ba4', 'Qd6'], ['Qd3', 'Rc7\n'], ['Ne2', 'Kb7'], ['Kh1', 'Rcc8'], ['Ng1', 'Rcf8'], ['Nf3', 'Ka7'], ['Nd2', 'h4'], ['Qe2', 'Bc8'], ['Rf3', 'Rh5\n'], ['g4', 'Rhh8'], ['g5', 'Ka8'], ['Qf2', 'fxg5'], ['Bxg5', 'Rxf3'], ['Nxf3', 'Ba6'], ['Nd2', 'h3'], ['Qg3', 'Bc8\n'], ['Rf7', 'Na6'], ['Be7', 'Qb8'], ['Bc6+', 'Ka7'], ['Bf6', 'Rf8'], ['Rxf8', 'Nxf8'], ['Bxe5', '']]",1-0
URS-ch09,Leningrad,1934.??.??,?,"Yudovich, Mikhail Sr","Levenfish, Grigory",,,A50,"[['d4', 'Nf6'], ['Nf3', 'b6'], ['c4', 'Bb7'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['g3', 'Nd7'], ['Bg2', 'e6'], ['O-O', 'Be7\n'], ['Re1', 'O-O'], ['e4', 'N5f6'], ['Bf4', 'c6'], ['Qa4', 'Re8'], ['Rad1', 'Bf8'], ['Rd2', 'a5'], ['e5', 'b5\n'], ['Qd1', 'Nd5'], ['Nxd5', 'cxd5'], ['Rc2', 'Nb6'], ['b3', 'Bb4'], ['Bd2', 'Be7'], ['Bf1', 'Qd7'], ['Bd3', 'Rec8\n'], ['Ng5', 'g6'], ['Qf3', 'Bxg5'], ['Bxg5', 'Rxc2'], ['Qf6', 'Qd8'], ['Qxd8+', 'Rxd8'], ['Bxd8', 'Rd2'], ['Bxb5', 'Na8\n'], ['Rc1', 'Rxd4'], ['Bc6', '']]",1-0
Leningrad,Leningrad,1934.??.??,?,"Kan, Ilia Abramovich","Levenfish, Grigory",,,D52,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'd5'], ['Bg5', 'Nbd7'], ['e3', 'c6'], ['Nf3', 'Qa5'], ['cxd5', 'Nxd5'], ['Qd2', 'Bb4\n'], ['Rc1', 'O-O'], ['e4', 'Nxc3'], ['bxc3', 'Ba3'], ['Rb1', 'e5'], ['Bd3', 'exd4'], ['cxd4', 'Qxd2+'], ['Nxd2', 'Nb6\n'], ['Nc4', 'Nxc4'], ['Bxc4', 'h6'], ['Be3', 'Re8'], ['f3', 'b6'], ['Kf2', 'Bb7'], ['g4', 'Bf8'], ['h4', 'g6\n'], ['Rhd1', 'Kg7'], ['Bd3', 'Be7'], ['Kg3', 'Rad8'], ['f4', 'c5'], ['Bc2', 'cxd4'], ['Bxd4+', 'Kg8'], ['e5', 'Bd5\n'], ['Ba4', 'Rf8'], ['Rb2', 'Be6'], ['Rbd2', 'Bb4'], ['Rg2', 'Rd5'], ['f5', 'Rfd8'], ['fxe6', 'Rxd4'], ['Rxd4', 'Rxd4\n'], ['exf7+', 'Kxf7'], ['Bb3+', 'Ke7'], ['Rc2', 'Bc5'], ['Rc4', '']]",1/2-1/2
Leningrad,Leningrad,1934.??.??,?,"Alatortsev, Vladimir","Levenfish, Grigory",,,D46,"[['d4', 'd5'], ['c4', 'c6'], ['e3', 'Nf6'], ['Nf3', 'e6'], ['Bd3', 'Nbd7'], ['O-O', 'Be7'], ['Nbd2', 'O-O'], ['e4', 'dxe4\n'], ['Nxe4', 'b6'], ['Qe2', 'Bb7'], ['Rd1', 'Qc7'], ['Bg5', 'c5'], ['dxc5', 'bxc5'], ['Nxf6+', 'Nxf6'], ['Ne5', 'Rad8\n'], ['Bd2', 'Ne8'], ['Bc3', 'Bf6'], ['f4', 'g6'], ['Qe1', 'Qe7'], ['b4', 'Ng7'], ['b5', 'Nh5'], ['g3', 'Bxe5\n'], ['Qxe5', 'f6'], ['Qe3', 'Ng7'], ['Be4', 'Nf5'], ['Qf3', 'Bc8'], ['a4', 'Rxd1+'], ['Rxd1', 'Rd8'], ['Rxd8+', 'Qxd8\n'], ['Qd3', 'Qxd3'], ['Bxd3', 'Kf7'], ['Kf2', 'Bb7'], ['Bb2', 'Ke7'], ['g4', 'Nd4'], ['Bxd4', 'cxd4'], ['c5', 'Bd5\n'], ['a5', 'e5'], ['fxe5', 'fxe5'], ['b6', 'axb6'], ['axb6', 'g5'], ['Ba6', 'Kd8'], ['Bb5', 'Ke7'], ['c6', 'Kd6\n'], ['c7', 'Bb7'], ['Bd3', 'Kc5'], ['Bf5', 'Kxb6'], ['c8=Q', 'Bxc8'], ['Bxc8', 'e4'], ['Bf5', 'e3+'], ['Kf3', 'h6\n'], ['Bd3', '']]",1-0
URS-ch09,Leningrad,1934.??.??,?,"Levenfish, Grigory","Freiman, Sergey Nikolaevich",,,D52,"[['d4', 'Nf6'], ['c4', 'c6'], ['Nc3', 'd5'], ['Nf3', 'e6'], ['Bg5', 'Nbd7'], ['e3', 'Qa5'], ['cxd5', 'exd5'], ['Nd2', 'Bd6\n'], ['Bd3', 'O-O'], ['Qc2', 'Re8'], ['Bh4', 'Be7'], ['O-O', 'Nf8'], ['a3', 'Nh5'], ['Bxe7', 'Rxe7'], ['b4', 'Qd8\n'], ['a4', 'Nf6'], ['b5', 'Rc7'], ['Rfc1', 'Qd6'], ['Nf3', 'Bd7'], ['bxc6', 'Rxc6'], ['Ne5', 'Ng4'], ['Bb5', 'Nxe5\n'], ['dxe5', 'Qxe5'], ['Bxc6', 'bxc6'], ['Ne2', 'Ne6'], ['Qc3', 'Qxc3'], ['Nxc3', 'Kf8'], ['Rab1', 'Ke7\n'], ['Rb2', 'Kd8'], ['Kf1', 'Bc8'], ['Ne2', 'Kc7'], ['Nd4', 'Ba6+'], ['Ke1', 'Nxd4'], ['exd4', 'Re8+'], ['Kd2', 'Re4\n'], ['Kc3', 'c5'], ['Rd2', 'Bb7'], ['f3', 'Re3+'], ['Rd3', 'Rxd3+'], ['Kxd3', 'c4+'], ['Kc3', 'a5'], ['Re1', 'Kd7\n'], ['Rb1', 'Bc6'], ['Rb6', 'Bxa4'], ['Rb7+', 'Ke8'], ['Ra7', 'Bd7'], ['Rxa5', 'Be6'], ['f4', 'g6'], ['f5', 'gxf5\n'], ['Ra8+', 'Ke7'], ['Rh8', 'Kf6'], ['Rxh7', 'f4'], ['Rh8', 'Kg6'], ['Rg8+', 'Kh6'], ['Rf8', 'Kg6'], ['Rg8+', 'Kh6\n'], ['Rd8', 'Kg6'], ['Kd2', 'Kf5'], ['Rg8', 'Ke4'], ['Kc3', 'Kf5'], ['h4', 'Kf6'], ['h5', 'Bf5'], ['h6', 'Bg6\n'], ['Kd2', 'Bf5'], ['Kc3', 'Bg6'], ['Rd8', 'Be4'], ['Rd6+', 'Kg5'], ['h7', 'Bxh7'], ['Rxd5+', 'Kg4'], ['Re5', 'f3\n'], ['gxf3+', 'Kxf3'], ['d5', '']]",1-0
Leningrad,Leningrad,1934.??.??,?,"Romanovsky, Peter Arsenievich","Levenfish, Grigory",,,A30,"[['Nf3', 'Nf6'], ['c4', 'b6'], ['g3', 'Bb7'], ['Bg2', 'e6'], ['O-O', 'Be7'], ['b3', 'c5'], ['Bb2', 'O-O'], ['Nc3', 'Nc6\n'], ['d4', 'd5'], ['cxd5', 'exd5'], ['Rc1', 'Re8'], ['Qd3', 'a5'], ['Rfd1', 'Ba6'], ['Qb1', 'Rc8'], ['e3', 'c4\n'], ['bxc4', 'Bxc4'], ['Ne5', 'b5'], ['Nxc4', 'bxc4'], ['e4', 'dxe4'], ['Nxe4', 'Nb4'], ['Nxf6+', 'Bxf6\n'], ['Be4', 'g6'], ['a3', 'Nd5'], ['Qc2', 'c3'], ['Ba1', 'Bg5'], ['Rb1', 'Bd2'], ['Bf3', 'Nb6'], ['Rxd2', 'cxd2\n'], ['Qxd2', 'Nc4'], ['Qh6', 'Re7'], ['d5', 'Ne5'], ['Bg2', 'f6'], ['h3', 'Qd6'], ['Qe3', 'Rec7'], ['Kh2', '']]",1/2-1/2
Leningrad,Leningrad,1934.??.??,?,"Yudovich, Mikhail Sr","Levenfish, Grigory",,,B39,"[['c4', 'Nf6'], ['Nc3', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'g6'], ['e4', 'Bg7'], ['Be3', 'Ng4'], ['Nxc6', 'Nxe3\n'], ['Nxd8', 'Nxd1'], ['Nxd1', 'Kxd8'], ['Bd3', 'd6'], ['Ke2', 'Bg4+'], ['f3', 'Bd7'], ['Rc1', 'Rc8'], ['Nc3', 'e6\n'], ['Rhd1', 'Ke7'], ['Ke3', 'f5'], ['f4', 'fxe4'], ['Nxe4', 'Bc6'], ['Rc2', 'e5'], ['fxe5', 'Bxe5'], ['g3', 'Rce8\n'], ['b3', 'Rhf8'], ['Rf2', 'Rxf2'], ['Nxf2', 'Bg7'], ['Ne4', 'Kd7'], ['Rf1', 'Bh6+'], ['Kd4', 'Bg7+'], ['Ke3', 'Bh6+\n'], ['Kd4', 'Bg7+'], ['Ke3', 'Re7'], ['Rf2', 'Kc7'], ['Re2', 'd5'], ['cxd5', 'Bxd5'], ['Kd2', 'Bh6+'], ['Ke1', 'Bg7\n'], ['Kd2', 'Kb6'], ['Nc3', 'Rxe2+'], ['Bxe2', 'Bc6'], ['Kd3', 'Kc5'], ['a3', 'a5'], ['Bg4', 'b5'], ['Ne4+', 'Kb6\n'], ['Nc3', 'Bf8'], ['a4', 'bxa4'], ['Nxa4+', '']]",1/2-1/2
Leningrad,Leningrad,1934.??.??,?,"Kmoch, Hans","Levenfish, Grigory",,,E22,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Qb3', 'Nc6'], ['e3', 'd5'], ['Nf3', 'O-O'], ['Bd2', 'dxc4'], ['Bxc4', 'Bd6\n'], ['Be2', 'e5'], ['d5', 'Ne7'], ['e4', 'Nd7'], ['O-O', 'Nc5'], ['Qc2', 'f5'], ['b4', 'Nxe4'], ['Nxe4', 'fxe4\n'], ['Ng5', 'Bf5'], ['Qc4', 'Qe8'], ['Nxe4', 'Qg6'], ['Ng3', 'Qf6'], ['Bc3', 'Qf7'], ['Rad1', 'Kh8'], ['f4', 'e4\n'], ['Nh5', 'Rg8'], ['g4', 'Qg6'], ['h3', 'e3'], ['Rf3', 'a5'], ['bxa5', 'Raf8'], ['Rg3', 'Be4'], ['Rxe3', 'Bxd5\n'], ['Rxd5', 'Nxd5'], ['Qxd5', 'Bxf4'], ['Rf3', 'Qb1+'], ['Qd1', 'Qxd1+'], ['Bxd1', 'Bd6'], ['Rxf8', 'Bxf8\n'], ['Bb3', '']]",1-0
Leningrad,Leningrad,1934.??.??,?,"Levenfish, Grigory","Botvinnik, Mikhail",,,A28,"[['c4', 'e5'], ['Nc3', 'Nf6'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bb4'], ['Bg5', 'h6'], ['Bh4', 'Bxc3+'], ['bxc3', 'Ne5\n'], ['e3', 'Ng6'], ['Bg3', 'Ne4'], ['Qc2', 'Nxg3'], ['hxg3', 'd6'], ['Be2', 'Ne5'], ['Rd1', 'Qe7'], ['Qe4', 'a6\n'], ['Rh5', 'Nd7'], ['Qf4', 'Nf6'], ['Ra5', 'Bd7'], ['g4', 'Ne4'], ['Bf3', 'Nc5'], ['Nb3', 'Ne6'], ['Qe4', 'Rb8\n'], ['c5', 'Bc6'], ['cxd6', 'Bxe4'], ['dxe7', 'Bxf3'], ['gxf3', 'Kxe7']]",1/2-1/2
Leningrad,Leningrad,1934.??.??,?,"Levenfish, Grigory","Chekhover, Vitaly",,,A34,"[['c4', 'Nf6'], ['Nc3', 'c5'], ['Nf3', 'd5'], ['cxd5', 'Nxd5'], ['g3', 'Nc6'], ['Bg2', 'Nc7'], ['b3', 'e5'], ['Bb2', 'Be7\n'], ['Rc1', 'f6'], ['Na4', 'b6'], ['O-O', 'Bd7'], ['e3', 'Nb4'], ['d4', 'Bb5'], ['Nh4', 'O-O'], ['Be4', 'Qe8'], ['Nf5', 'g6\n'], ['Nxe7+', 'Qxe7'], ['a3', 'Nba6'], ['Bd3', 'cxd4'], ['exd4', 'exd4'], ['Bxb5', 'Nxb5'], ['Qd3', 'Qd7\n'], ['Nc3', 'Nxc3'], ['Bxc3', 'Nc5'], ['Qxd4', 'Qxd4'], ['Bxd4', 'Nxb3'], ['Rcd1', 'Nxd4'], ['Rxd4', 'Rad8\n'], ['Rfd1', 'Rxd4'], ['Rxd4', 'Rf7'], ['Rd8+', 'Kg7'], ['Kf1', 'Re7'], ['Ra8', 'f5'], ['f3', 'Kf6'], ['Kf2', 'Ke5\n'], ['Ke3', 'Kd5+'], ['Kf4', 'Kc4'], ['Rd8', 'Kb3'], ['Rd3+', 'Ka4'], ['h4', 'a5'], ['h5', 'b5'], ['Kg5', 'gxh5\n'], ['Kxf5', 'Rg7'], ['f4', 'b4'], ['axb4', 'axb4'], ['Kf6', 'Rc7'], ['Rd8', 'b3'], ['Ra8+', 'Kb4'], ['Rb8+', 'Kc3\n'], ['f5', 'b2'], ['Ke6', 'Rg7'], ['Rc8+', 'Kd2'], ['Rb8', 'Kc2'], ['Rc8+', 'Kb1'], ['f6', 'Rxg3'], ['f7', 'Rf3\n'], ['f8=Q', 'Rxf8'], ['Rxf8', 'h4'], ['Kf5', 'h3'], ['Kg4', 'Kc2'], ['Rf2+', 'Kc3'], ['Rxb2', 'Kxb2'], ['Kxh3', '']]",1/2-1/2
Leningrad,Leningrad,1934.??.??,?,"Levenfish, Grigory","Euwe, Max",,,D52,"[['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'Nf6'], ['Bg5', 'Nbd7'], ['e3', 'c6'], ['Nf3', 'Qa5'], ['cxd5', 'Nxd5'], ['Qd2', 'N7b6\n'], ['Rc1', 'Nxc3'], ['bxc3', 'Nd5'], ['Kd1', 'Ba3'], ['Rc2', 'f6'], ['e4', 'fxg5'], ['exd5', 'cxd5'], ['Bd3', 'Bd7\n'], ['Qxg5', 'g6'], ['Ne5', 'Ba4'], ['Qf6', 'Rf8'], ['Qxe6+', 'Kd8'], ['Re1', 'Kc7'], ['Ke2', 'Rac8'], ['Qh3', 'Bxc2\n'], ['Bxc2', 'Qb5+'], ['Qd3', 'Qxd3+'], ['Bxd3', 'Bb2'], ['Rb1', 'Ba3'], ['Rb5', '']]",1/2-1/2
Leningrad,Leningrad,1934.??.??,?,"Levenfish, Grigory","Lisitsin, Georgy",,,A30,"[['c4', 'Nf6'], ['Nf3', 'b6'], ['g3', 'Bb7'], ['Bg2', 'c5'], ['Nc3', 'g6'], ['b3', 'Bg7'], ['Bb2', 'O-O'], ['O-O', 'd5\n'], ['Nxd5', 'Nxd5'], ['Bxg7', 'Kxg7'], ['cxd5', 'Qxd5'], ['d4', 'Na6'], ['Nh4', 'Qd7'], ['dxc5', 'Qxd1'], ['Rfxd1', 'Bxg2\n'], ['Nxg2', 'Nxc5'], ['Rd4', 'Rfd8'], ['Rad1', 'Ne6']]",1/2-1/2
Leningrad,Leningrad,1934.??.??,?,"Levenfish, Grigory","Riumin, Nikolay Nikolaevich",,,A91,"[['d4', 'e6'], ['c4', 'f5'], ['g3', 'Nf6'], ['Bg2', 'Be7'], ['Nc3', 'O-O'], ['Nh3', 'd6'], ['Nf4', 'Qe8'], ['O-O', 'Bd8\n'], ['e4', 'e5'], ['dxe5', 'dxe5'], ['Nd3', 'fxe4'], ['Nxe4', 'Nc6'], ['Re1', 'Qg6'], ['Nc3', 'Bg4'], ['f3', 'Be6\n'], ['Nxe5', 'Nxe5'], ['Rxe5', 'Bxc4'], ['Qa4', 'Qf7'], ['Ne4', 'Nxe4'], ['Rxe4', 'Bd5'], ['Re2', 'c6'], ['Be3', 'Bb6\n'], ['Bxb6', 'axb6'], ['Qb4', 'c5'], ['Qxb6', 'Bxf3'], ['Rf1', 'Qd5'], ['Bxf3', 'Rxf3'], ['Rxf3', 'Qxf3\n'], ['Qe6+', 'Qf7']]",1/2-1/2
