URS-ch sf,Leningrad,1954.??.??,?,"Chekhover, Vitaly","Gurevich, Dmitry",,,D32,"[['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'c5'], ['cxd5', 'cxd4'], ['Qa4+', 'Bd7'], ['Qxd4', 'exd5'], ['Qxd5', 'Nc6'], ['a3', 'Nf6\n'], ['Qd1', 'Bc5'], ['e3', 'Qe7'], ['Nf3', 'O-O-O'], ['Qc2', 'g5'], ['Be2', 'g4'], ['Nd2', 'Kb8'], ['O-O', 'Bb6\n'], ['Rd1', 'Ne5'], ['Nf1', 'h5'], ['e4', 'Rdg8'], ['Be3', 'Bc7'], ['Rac1', 'h4'], ['Nd5', 'Nxd5'], ['exd5', 'Bd6\n'], ['Qc3', 'Bc8'], ['Qa5', 'b6'], ['Bxb6', 'axb6'], ['Rxc8+', 'Rxc8'], ['Qxb6+', 'Ka8'], ['Qa6+', 'Kb8\n'], ['Qb6+', 'Ka8']]",1/2-1/2
USA op,USA,1990.??.??,?,"Shipman, Walter","Gurevich, Dmitry",,,A80,"[['d4', 'f5'], ['Nc3', 'd5'], ['e4', 'dxe4'], ['Bf4', 'Nf6'], ['Bc4', 'e6'], ['Qd2', 'Bd6'], ['Nge2', 'a6'], ['O-O', 'Nc6\n'], ['f3', 'Na5'], ['Bb3', 'Nxb3'], ['axb3', 'exf3'], ['Rxf3', 'O-O'], ['Re1', 'Bxf4'], ['Nxf4', 'Qd6'], ['h3', 'Bd7\n'], ['Re5', 'Rfe8'], ['Rfe3', 'c5'], ['Nfe2', 'cxd4'], ['Qxd4', 'Qxd4'], ['Nxd4', 'Kf7'], ['Nf3', 'h6'], ['Rc5', 'Rec8\n'], ['Ne5+', 'Ke8'], ['Nxd7', 'Kxd7'], ['Na4', 'Kd6'], ['Rce5', 'Ne4'], ['R5xe4', 'fxe4'], ['Nb6', 'Rab8\n'], ['Nxc8+', 'Rxc8'], ['c3', 'Ke5'], ['Kf2', 'Rd8'], ['Ke2', 'g5'], ['Rg3', 'Rd3'], ['Re3', 'h5'], ['g3', 'h4\n'], ['gxh4', 'Kf4'], ['Rxd3', 'exd3+'], ['Kxd3', 'gxh4']]",0-1
Washington op,Washington,1990.??.??,?,"Levin, David","Gurevich, Dmitry",,,A46,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['g3', 'b5'], ['Bg2', 'Bb7'], ['Bg5', 'c5'], ['Bxf6', 'Qxf6'], ['c3', 'Qd8'], ['O-O', 'Be7\n'], ['Nbd2', 'O-O'], ['e4', 'Na6'], ['Re1', 'Rc8'], ['Nb3', 'cxd4'], ['Nbxd4', 'Qb6'], ['Ne5', 'Qc7'], ['Nd3', 'b4\n'], ['Nxb4', 'Nxb4'], ['cxb4', 'Bxb4'], ['Re2', 'Qb6'], ['a3', 'Bc5'], ['Rd2', 'Be7'], ['Rb1', 'a5'], ['Ne2', 'Rc7\n'], ['Rc1', 'Rxc1'], ['Nxc1', 'Bc6'], ['Qb3', 'Qc5'], ['Qc2', 'Qa7'], ['Nd3', 'Rc8'], ['Ne5', 'Bb7'], ['Qb3', 'd6\n'], ['Nc4', 'a4'], ['Qb4', 'h6'], ['h3', 'Rc5'], ['Qb6', 'Qxb6'], ['Nxb6', 'Rc1+'], ['Kh2', 'Bc6'], ['Nc8', 'Kf8\n'], ['Nxd6', 'Bxd6'], ['Rxd6', 'Rc2'], ['e5', 'Be8'], ['Rb6', 'Rxf2'], ['Kg1', 'Rc2'], ['Rb8', 'Ke7'], ['Rb7+', 'Bd7\n'], ['b4', 'axb3'], ['Rxb3', 'Re2'], ['Rb7', 'Rxe5'], ['Bc6', 'Re1+'], ['Kf2', 'Rd1'], ['Ba4', 'Rd5'], ['Ra7', 'f5\n'], ['Bb3', 'Rd4'], ['a4', 'Kd6'], ['a5', 'Rd2+'], ['Kf1', 'Rd3'], ['Rb7', 'Rxg3'], ['a6', 'Rxh3'], ['Kg1', 'Bc6\n'], ['Rb6', 'Kc5'], ['Rb8', 'e5'], ['a7', 'Rh1+'], ['Kf2', 'Ra1']]",0-1
Washington op,Washington,1990.??.??,?,"Gurevich, Dmitry","Shapiro, Daniel E",,,E06,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'd5'], ['Bg2', 'Be7'], ['Nf3', 'O-O'], ['O-O', 'c6'], ['Qc2', 'b6'], ['Rd1', 'Bb7\n'], ['b3', 'Qc7'], ['cxd5', 'exd5'], ['Nc3', 'Na6'], ['a3', 'Rad8'], ['Bf4', 'Bd6'], ['Bg5', 'Qe7'], ['Nh4', 'h6\n'], ['Nf5', 'Qe6'], ['Nxd6', 'Qxd6'], ['Bf4', 'Qe7'], ['b4', 'Nc7'], ['Bxc7', 'Qxc7'], ['Rac1', 'Qe7'], ['Qa4', 'a6\n'], ['Qc2', 'Rfe8'], ['e3', 'Ne4'], ['Na4', 'Qc7'], ['Nb2', 'Qe7'], ['Nd3', 'Nd6'], ['Ne5', 'Rc8'], ['Qb3', 'Qe6\n'], ['a4', 'Kf8'], ['h4', 'g5'], ['hxg5', 'hxg5'], ['a5', 'b5'], ['Nd3', 'Kg7'], ['Nc5', 'Qh6'], ['Qd3', 'Re7\n'], ['e4', 'dxe4'], ['Nxe4', 'Nxe4'], ['Bxe4', 'Rce8'], ['Bg2', 'Qf6'], ['Qf3', 'Qxf3'], ['Bxf3', 'Re6'], ['Rc5', 'Re1+\n'], ['Rxe1', 'Rxe1+'], ['Kg2', 'Rb1'], ['Rxg5+', 'Kf8'], ['Rh5', 'Kg7'], ['Rg5+', 'Kf8'], ['Rc5', 'Rxb4\n'], ['d5', 'Ra4'], ['d6', 'Rxa5'], ['d7', 'Ke7'], ['Bg4', 'f6'], ['Rh5', 'c5+'], ['Kh2', 'f5'], ['Bxf5', 'Ra1\n'], ['Rh7+', '']]",1-0
Washington op,Washington,1990.??.??,?,"Gurevich, Dmitry","Potter, R.",,,E01,"[['d4', 'Nf6'], ['c4', 'c5'], ['Nf3', 'cxd4'], ['Nxd4', 'e6'], ['g3', 'd5'], ['Bg2', 'e5'], ['Nf3', 'd4'], ['O-O', 'Nc6\n'], ['e3', 'Bc5'], ['exd4', 'exd4'], ['Nbd2', 'O-O'], ['Nb3', 'Qb6'], ['Bg5', 'Ne4'], ['Re1', 'f5'], ['Bf4', 'Be6\n'], ['Nxc5', 'Qxc5'], ['Nd2', 'Rad8'], ['Nxe4', 'fxe4'], ['Bxe4', 'Bxc4'], ['Rc1', 'Qb5'], ['a4', 'Qb4'], ['Qh5', 'Rxf4\n'], ['Bxh7+', 'Kf8'], ['gxf4', 'Bf7'], ['Qf3', 'Rd6'], ['Bd3', 'Qxb2'], ['Qh3', 'Qd2'], ['Qh8+', 'Bg8'], ['Bh7', 'Qa2\n'], ['Bxg8', 'Rg6+']]",1-0
Washington op,Washington,1990.??.??,?,"Gurevich, Dmitry","Ivanov, Alexander",,,E00,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'Bb4+'], ['Nd2', 'c5'], ['a3', 'Bxd2+'], ['Qxd2', 'Nc6'], ['dxc5', 'Ne4'], ['Qc2', 'Qa5+\n'], ['Bd2', 'Nxd2'], ['Qxd2', 'Qxc5'], ['Rc1', 'a5'], ['Nf3', 'O-O'], ['Bg2', 'b5'], ['Ng5', 'bxc4'], ['Ne4', 'Qb6\n'], ['Rxc4', 'Ne5'], ['Rc5', 'd5'], ['Qc3', 'Qb8'], ['Nd2', 'Ba6'], ['f4', 'Nd7'], ['Rc7', 'Qb6'], ['Rc6', 'Qb5\n'], ['O-O', 'Rfc8'], ['Rc1', 'Rxc6'], ['Qxc6', 'Rc8'], ['Qxc8+', 'Bxc8'], ['Rxc8+', 'Nf8'], ['Bf1', 'Qxb2\n'], ['Nf3', 'Qxa3'], ['Ne5', 'Qd6'], ['e3', 'f6'], ['Nc6', 'Qc5'], ['Kf2', 'a4'], ['Rc7', 'Kh8'], ['Rf7', 'a3']]",0-1
Washington op,Washington,1990.??.??,?,"Gurevich, Dmitry","Delaune, Richard K",,,E00,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'Bb4+'], ['Nd2', 'c5'], ['a3', 'Bxd2+'], ['Qxd2', 'cxd4'], ['Nf3', 'Qc7'], ['Qxd4', 'Nc6\n'], ['Qc3', 'd6'], ['Bg2', 'O-O'], ['O-O', 'Bd7'], ['b3', 'Rac8'], ['Bb2', 'Ne7'], ['Rfd1', 'b5'], ['Qd2', 'bxc4\n'], ['Bxf6', 'gxf6'], ['Qxd6', 'Qxd6'], ['Rxd6', 'Be8'], ['b4', 'Rc7'], ['Rc1', 'Nd5'], ['Nd2', 'Nb6'], ['Ne4', 'Kg7\n'], ['Nc5', 'Bb5'], ['e4', 'Rfc8'], ['Bf1', 'Kf8'], ['Rd2', 'Ke7'], ['Rdc2', 'Kd6'], ['f3', 'Ke7'], ['Kf2', 'Rd8\n'], ['Ra2', 'Rd4'], ['Ke3', 'e5'], ['a4', 'Be8'], ['a5', 'Nd7'], ['Na6', 'Rc8'], ['Rd2', 'Rxd2'], ['Kxd2', 'Nb8\n'], ['Nxb8', 'Rxb8'], ['Kc3', 'Bb5'], ['Rd1', 'f5'], ['Rd5', 'f6'], ['Bxc4', 'Bxc4'], ['Kxc4', 'fxe4'], ['fxe4', 'Rb7\n'], ['b5', 'Ke6'], ['Rc5', '']]",1-0
Washington op,Washington,1990.??.??,?,"Rohde, Michael A","Gurevich, Dmitry",,,A34,"[['c4', 'c5'], ['Nc3', 'b6'], ['e3', 'Bb7'], ['d4', 'cxd4'], ['exd4', 'Nf6'], ['d5', 'g6'], ['Nf3', 'Bg7'], ['Be2', 'O-O\n'], ['O-O', 'd6'], ['Nd4', 'Nbd7'], ['Bf4', 'Rc8'], ['Ncb5', 'a6'], ['Na7', 'Rc7'], ['Nac6', 'Qe8'], ['Re1', 'Bxc6\n'], ['Nxc6', 'Nb8'], ['Bf3', 'Nxc6'], ['dxc6', 'Qc8'], ['Be3', 'b5'], ['cxb5', 'axb5'], ['a4', 'b4'], ['Qc2', 'd5\n'], ['Rac1', 'e5'], ['Bb6', 'e4'], ['Be2', 'Re8'], ['Qc5', 'Bf8'], ['Qd4', 'Re6'], ['Bxc7', 'Qxc7'], ['a5', 'Rxc6\n'], ['Rxc6', 'Qxc6'], ['a6', 'Bc5'], ['Rc1', 'Nd7'], ['Bf1', 'Qb6'], ['Qxd5', 'Bxf2+'], ['Kh1', 'Nf6'], ['Rc8+', 'Kg7\n'], ['Qd8', 'Ng4'], ['Qxb6', 'Bxb6'], ['g3', 'Nf2+'], ['Kg2', 'Nd1'], ['Rb8', 'Bc5'], ['Be2', 'Ne3+'], ['Kh1', 'Nf5\n'], ['Rb7', 'Nd4'], ['Bc4', '']]",1-0
Biel op,Biel,1991.??.??,2,"Gurevich, Dmitry","Schwarz, Peter",,,E05,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'Nf6'], ['g3', 'Be7'], ['Bg2', 'O-O'], ['O-O', 'dxc4'], ['Qc2', 'a6'], ['a4', 'c5\n'], ['dxc5', 'Bxc5'], ['Nbd2', 'Nc6'], ['Nxc4', 'Qe7'], ['Nfe5', 'Nd4'], ['Qd1', 'Rd8'], ['Bd2', 'Ne8'], ['Nd3', 'Nd6\n'], ['Ba5', 'Re8'], ['Nce5', 'Ba7'], ['Rc1', 'Qg5'], ['Bc7', 'Qe7'], ['e3', 'N4f5'], ['Qb3', 'f6'], ['Nf3', 'Ne4\n'], ['Nh4', 'Nfd6'], ['Qb4', 'f5'], ['Rfd1', 'Nf7'], ['Qxe7', 'Rxe7'], ['Ne5', 'Nc5'], ['Nxf7', 'Kxf7'], ['Bd6', 'Rd7\n'], ['Nf3', 'Ke8'], ['Ne5', 'Rd8'], ['Nc6', 'Nb3'], ['Nxd8', 'Nxc1'], ['Bc7', 'Nb3'], ['Nxb7', 'Bb8'], ['Rd8+', 'Ke7\n'], ['Rxc8', '']]",1-0
Biel op,Biel,1991.??.??,4,"Gurevich, Dmitry","Koenig, Wolfgang",,,A32,"[['d4', 'Nf6'], ['c4', 'e6'], ['g3', 'c5'], ['Nf3', 'cxd4'], ['Nxd4', 'Be7'], ['Bg2', 'O-O'], ['Nc3', 'a6'], ['O-O', 'Qc7\n'], ['Bg5', 'h6'], ['Bxf6', 'Bxf6'], ['Ne4', 'Be7'], ['Rc1', 'd6'], ['Qd2', 'Nc6'], ['Rfd1', 'Rd8'], ['b4', 'Qb6\n'], ['Nxc6', 'bxc6'], ['c5', 'dxc5'], ['bxc5', 'Rxd2'], ['cxb6', 'Rxd1+'], ['Rxd1', 'a5'], ['b7', 'Bxb7\n'], ['Rd7', '']]",1-0
Biel op,Biel,1991.??.??,5,"Sturua, Zurab","Gurevich, Dmitry",,,A46,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['g3', 'b5'], ['Bg2', 'Bb7'], ['O-O', 'c5'], ['Na3', 'a6'], ['c4', 'b4'], ['Nc2', 'Be4'], ['Be3', 'cxd4\n'], ['Ncxd4', 'Be7'], ['Qd2', 'O-O'], ['Rfd1', 'Qc7'], ['Rac1', 'Rc8'], ['Bf4', 'Qb7'], ['Nb3', 'a5'], ['Bd6', 'Bxd6\n'], ['Qxd6', 'Ra6'], ['Qf4', 'Qc7'], ['Nbd4', 'Qxf4'], ['gxf4', 'Kf8'], ['c5', 'Bd5'], ['Ne5', 'Bxg2'], ['Kxg2', 'Ne4\n'], ['Nd3', 'Nc6'], ['Nxc6', 'Raxc6'], ['Ne5', 'R6c7'], ['Rxd7', 'Rxd7'], ['Nxd7+', 'Ke7'], ['c6', 'f6'], ['Kf3', 'Nd6\n'], ['Nb6', 'Rb8'], ['Na4', 'Rb5'], ['Rc5', 'Rxc5'], ['Nxc5', 'Nb5'], ['Ke3', 'Kd6'], ['Nb7+', 'Kxc6'], ['Nxa5+', 'Kd5\n'], ['Kd3', 'Nd6'], ['f3', 'f5'], ['Nb3', 'h6'], ['Nd2', 'g5'], ['e4+', 'fxe4+'], ['fxe4+', 'Kc6'], ['fxg5', 'hxg5\n'], ['h3', 'Kc5'], ['Nb3+', 'Kc6'], ['Nd4+', 'Kd7'], ['Nf3', 'Nf7'], ['Kc4', 'Nd6+'], ['Kd4', 'Nb5+'], ['Kc5', '']]",1-0
Biel op,Biel,1991.??.??,7,"Kostic, Nebojsa","Gurevich, Dmitry",,,A31,"[['c4', 'c5'], ['Nf3', 'Nf6'], ['d4', 'cxd4'], ['Nxd4', 'b6'], ['Nc3', 'Bb7'], ['f3', 'd6'], ['e4', 'e6'], ['Be2', 'Be7\n'], ['Be3', 'O-O'], ['O-O', 'Nbd7'], ['Rc1', 'a6'], ['Qd2', 'Re8'], ['Rfd1', 'Qc7'], ['Bf1', 'Rac8'], ['Qf2', 'Qb8\n'], ['a3', 'Bd8'], ['b4', 'Bc7'], ['g3', 'h6'], ['Nb3', 'Ne5'], ['Bd4', 'Nfd7'], ['Be2', 'Bd8'], ['Na4', 'Ba8\n'], ['Nb2', 'Ng6'], ['Nd3', 'h5'], ['Bf1', 'h4'], ['g4', 'Bg5'], ['Be3', 'Bxe3'], ['Qxe3', 'd5'], ['Nf2', 'Nde5\n'], ['c5', 'dxe4'], ['fxe4', 'f5'], ['gxf5', 'exf5'], ['cxb6', 'Ng4'], ['Nxg4', 'Rxe4'], ['Rxc8+', 'Qxc8\n'], ['Qd3', 'Rxg4+'], ['Kf2', 'Kh7'], ['Nc5', 'Qc6'], ['Ke1', 'Qf6'], ['Bh3', 'Qe5+']]",0-1
Biel op,Biel,1991.??.??,8,"Gurevich, Dmitry","Vaisser, Anatoli",,,A80,"[['Nf3', 'f5'], ['d4', 'Nf6'], ['Bg5', 'e6'], ['Nbd2', 'd5'], ['e3', 'Be7'], ['Bd3', 'O-O'], ['c4', 'c6'], ['O-O', 'Nbd7\n'], ['cxd5', 'cxd5'], ['Rc1', 'Nb6'], ['Nb3', 'Na4'], ['Qe2', 'Bd7'], ['Ne5', 'a6'], ['f3', 'Be8'], ['Rc2', 'Rc8\n'], ['g4', 'Rxc2'], ['Qxc2', 'Nd7'], ['Bf4', 'Nxe5'], ['Bxe5', 'Bb5'], ['Bxb5', 'axb5'], ['gxf5', 'Rxf5\n'], ['Nc1', 'Nb6'], ['b3', 'Nd7'], ['Bg3', 'h5'], ['Nd3', 'Qf8'], ['Qc7', 'Nf6'], ['Qb6', 'Kh7'], ['Qxe6', 'Ne4\n'], ['Ne5', 'Ng5'], ['Qg6+', 'Kg8'], ['Kg2', 'Qc8'], ['h4', 'Nh7'], ['Rc1', '']]",1-0
Biel op,Biel,1991.??.??,11,"Blatny, Pavel","Gurevich, Dmitry",,,A47,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['Bf4', 'b6'], ['e3', 'Bb7'], ['Bd3', 'Be7'], ['Nbd2', 'c5'], ['c3', 'cxd4'], ['exd4', 'O-O\n'], ['h4', 'Ba6'], ['Qe2', 'Bxd3'], ['Qxd3', 'Qc8'], ['Ng5', 'Qc6'], ['O-O-O', 'd6'], ['Nde4', 'Nbd7'], ['Rhe1', 'h6\n'], ['Ng3', 'Qd5'], ['Kb1', 'Rfc8'], ['Nf3', 'Nf8'], ['Nf1', 'b5'], ['Ne3', 'Qe4'], ['d5', 'Qxf4'], ['Qxb5', 'Rab8\n'], ['Qa5', 'Ne4'], ['Ka1', 'Bf6'], ['Qa4', 'Rxc3'], ['Re2', 'Nd2']]",0-1
National op,Chicago,1991.??.??,1,"Gurevich, Dmitry","Dutton, M.",,,A52,"[['d4', 'Nf6'], ['c4', 'e5'], ['dxe5', 'Ng4'], ['Nf3', 'Nc6'], ['Bf4', 'Bb4+'], ['Nc3', 'Qe7'], ['Qd5', 'Bxc3+'], ['bxc3', 'f6\n'], ['exf6', 'Nxf6'], ['Qd3', 'd6'], ['g3', 'O-O'], ['Bg2', 'Rb8'], ['O-O', 'b6'], ['Nd4', 'Na5'], ['Rab1', 'Ba6\n'], ['Nb5', 'Rbe8'], ['Rb2', 'Kh8'], ['Be5', 'Qd7'], ['Bxf6', 'Rxf6'], ['Rd1', 'Rd8'], ['e4', 'Nb7'], ['e5', 'Nc5\n'], ['Qf1', 'Rh6'], ['Rbd2', 'Qe7'], ['Nxa7', 'Qxe5'], ['Nc6', 'Qh5'], ['h4', 'Re8'], ['Nb4', 'Bc8'], ['Nd5', 'g5\n'], ['Rd4', 'Bg4'], ['f3', 'Be6'], ['Nxc7', 'Rg8'], ['Qf2', 'Qg6'], ['Rxd6', 'gxh4'], ['Qd4+', 'Rg7'], ['Rd8+', 'Bg8\n'], ['Rxg8+', 'Kxg8'], ['Qd8+', 'Kf7'], ['Qe8+', 'Kf6'], ['Rd6+', 'Kf5'], ['Bh3+', '']]",1-0
National op,Chicago,1991.??.??,2,"Andrews, Randal","Gurevich, Dmitry",,,A46,"[['d4', 'Nf6'], ['Nf3', 'e6'], ['g3', 'b5'], ['Bg2', 'Bb7'], ['O-O', 'Na6'], ['Bf4', 'Be7'], ['a3', 'c5'], ['Nc3', 'b4\n'], ['axb4', 'cxb4'], ['Nb5', 'Qb6'], ['Rxa6', 'Qxb5'], ['Ra1', 'O-O'], ['Qd3', 'Qb6'], ['Ne5', 'Bxg2'], ['Kxg2', 'Rfc8\n'], ['c4', 'bxc3'], ['bxc3', 'Qc7'], ['Rfb1', 'a5'], ['Qf3', 'Qxc3'], ['Qxc3', 'Rxc3'], ['Bd2', 'Rc2'], ['Rxa5', 'Rac8\n'], ['Nf3', 'Ne4'], ['Rd1', 'g5'], ['Bxg5', 'Rxe2'], ['Bxe7', 'Rxf2+'], ['Kg1', 'Rxf3'], ['Rf1', 'Rxf1+\n'], ['Kxf1', 'Rc1+'], ['Ke2', 'd5'], ['Kf3', 'Rc2'], ['h4', 'Rc3+'], ['Kf4', 'Rxg3'], ['Bf6', 'h5'], ['Ra8+', 'Kh7\n'], ['Be5', 'Rg4+'], ['Kf3', 'f6'], ['Ra7+', 'Kg6']]",0-1
National op,Chicago,1991.??.??,3,"Gurevich, Dmitry","Hahn, Dietmar",,,A87,"[['Nf3', 'd6'], ['d4', 'g6'], ['c4', 'f5'], ['g3', 'Nf6'], ['Bg2', 'Bg7'], ['O-O', 'O-O'], ['b3', 'Nc6'], ['Bb2', 'Ne4\n'], ['Nbd2', 'Nxd2'], ['Qxd2', 'e5'], ['dxe5', 'dxe5'], ['Qd5+', 'Qxd5'], ['cxd5', 'Nd4'], ['Nxd4', 'exd4\n'], ['Rad1', 'Rd8'], ['Rd2', 'Bd7'], ['Re1', 'Rac8'], ['Bxd4', 'Bxd4'], ['Rxd4', 'Be6'], ['Ra4', 'Bxd5'], ['Rxa7', 'Bxg2\n'], ['Kxg2', 'Rd2'], ['e3', 'Re8'], ['Rc1', '']]",1-0
National op,Chicago,1991.??.??,5,"Gurevich, Dmitry","Benjamin, Joel",,,A41,"[['Nf3', 'd6'], ['d4', 'Bg4'], ['g3', 'Bxf3'], ['exf3', 'e6'], ['c4', 'Nd7'], ['f4', 'Nb6'], ['Nc3', 'Nf6'], ['a4', 'a5\n'], ['Bg2', 'Rb8'], ['Qe2', 'Be7'], ['O-O', 'O-O'], ['b3', 'd5'], ['c5', 'Nc8'], ['f5', 'exf5'], ['Qe5', 'b6'], ['Qxf5', 'bxc5\n'], ['Nxd5', 'Nxd5'], ['Bxd5', 'Bf6'], ['Bc4', 'Bxd4'], ['Bg5', '']]",1/2-1/2
National op,Chicago,1991.??.??,6,"Dzindzichashvili, Roman","Gurevich, Dmitry",,,A36,"[['c4', 'c5'], ['g3', 'Nf6'], ['Bg2', 'g6'], ['Nc3', 'Nc6'], ['e3', 'Bg7'], ['Nge2', 'O-O'], ['d4', 'cxd4'], ['exd4', 'e6\n'], ['O-O', 'd5'], ['cxd5', 'Nxd5'], ['Nxd5', 'exd5'], ['Be3', 'Qb6'], ['Qd2', 'Be6'], ['Rfd1', 'Rac8'], ['h3', 'Rfd8\n'], ['Rac1', 'Na5'], ['b3', 'Nc6'], ['Bh6', 'Nxd4'], ['Rxc8', 'Nxe2+'], ['Qxe2', 'Rxc8'], ['Bxg7', 'Kxg7\n'], ['Bxd5', 'Bxh3'], ['Qf3', 'Bf5'], ['Bxb7', 'Rc2'], ['Bd5', 'Rxa2'], ['Rc1', 'Rd2'], ['Qc3+', 'Qd4'], ['Qxd4+', 'Rxd4\n'], ['Rc5', 'Rd1+'], ['Kh2', 'Rd2'], ['Kg1', 'Rc2'], ['Ra5', 'Rc7'], ['Kg2', 'h5'], ['b4', 'Bd3'], ['b5', 'Kf6\n'], ['Bc6', 'Ke7'], ['Ra3', 'Bc4'], ['Ra4', 'Be6'], ['Kf3', 'Kd6'], ['Ke4', 'Kc5'], ['Ke5', 'Bc4'], ['Ra5', 'Bxb5\n'], ['Bxb5', 'Kb6']]",0-1
New York op,New York,1991.??.??,1,"Gurevich, Dmitry","Busquets, Luis",,,E97,"[['Nf3', 'd6'], ['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'O-O'], ['Be2', 'e5'], ['O-O', 'Nc6'], ['Be3', 'Ng4\n'], ['Bg5', 'f6'], ['Bc1', 'f5'], ['dxe5', 'dxe5'], ['Qxd8', 'Rxd8'], ['Bg5', 'Rd7'], ['c5', 'h6'], ['Bc1', 'Nd4\n'], ['Bd1', 'c6'], ['Re1', 'Kh7'], ['h3', 'Nxf3+'], ['Bxf3', 'Nf6'], ['exf5', 'gxf5'], ['Rxe5', 'Nd5'], ['Rxd5', 'cxd5\n'], ['Nxd5', 'Rf7'], ['Bf4', 'Bd7'], ['Nc7', 'Rc8'], ['Bh5', 'Re7'], ['Bd6', 'Re4'], ['Rd1', 'Bc6'], ['b3', 'Rh4\n'], ['Bf7', 'Rd8'], ['Ne6', 'Rc8'], ['Nf4', '']]",1-0
New York op,New York,1991.??.??,2,"Southam, Todd","Gurevich, Dmitry",,,E41,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'c5'], ['Bd3', 'Nc6'], ['Ne2', 'b6'], ['O-O', 'Bxc3'], ['bxc3', 'Ba6\n'], ['e4', 'Na5'], ['e5', 'Ng8'], ['Ng3', 'f5'], ['d5', 'g6'], ['Qe2', 'Qh4'], ['f4', 'Ne7'], ['Rf3', 'Bb7'], ['Nf1', 'exd5\n'], ['Rh3', 'Qg4'], ['Qf2', 'dxc4'], ['Be2', 'Qxg2+'], ['Qxg2', 'Bxg2'], ['Kxg2', 'd6'], ['exd6', 'Nc8'], ['Re3+', 'Kd7\n'], ['Bf3', 'Rb8'], ['Bd2', 'Nxd6'], ['Rd1', 'Rbe8'], ['Re5', 'Nc6'], ['Rd5', 'Re6'], ['Be1', 'Kc7'], ['Bf2', 'Rhe8\n'], ['a4', 'R8e7'], ['Ne3', 'Ne4'], ['Bxe4', 'Rxe4'], ['Kf3', 'a6'], ['R5d2', 'Kb7'], ['Rb2', 'Na5'], ['Rd6', 'Nb3\n'], ['Nxc4', 'Kc7'], ['Rxb3', 'Rxc4'], ['Rdxb6', 'Ree4'], ['Rb7+', 'Kc8'], ['Rb8+', 'Kc7'], ['R8b7+', 'Kc8\n'], ['Be3', 'Rxc3'], ['Rb8+', 'Kc7'], ['Rxc3', 'Kxb8'], ['Bxc5', 'Rxa4'], ['Bd6+', 'Kb7'], ['Rc7+', 'Kb6\n'], ['Rxh7', 'Rd4'], ['Be5', 'Rd3+'], ['Kf2', 'a5'], ['Rh6', 'a4'], ['Rxg6+', 'Kb5'], ['Rf6', 'a3'], ['Rxf5', 'a2\n'], ['Rf8', '']]",1-0
New York op,New York,1991.??.??,3,"Gurevich, Dmitry","Collins, David",,,E98,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Be2', 'O-O'], ['Nf3', 'e5'], ['O-O', 'Nc6'], ['d5', 'Ne7\n'], ['Ne1', 'Nh5'], ['Bxh5', 'gxh5'], ['Qxh5', 'f5'], ['Nf3', 'fxe4'], ['Ng5', 'Bf5'], ['Ncxe4', 'Qe8'], ['Qxe8', 'Raxe8\n'], ['f3', 'Ng6'], ['a4', 'Nf4'], ['g3', 'Ne2+'], ['Kg2', 'Nd4'], ['g4', 'Bd7'], ['Ra3', 'Bf6'], ['Nxf6+', 'Rxf6\n'], ['Ne4', 'Rf7'], ['Be3', 'Nc2'], ['Rc3', 'Nxe3+'], ['Rxe3', 'a6'], ['a5', 'Ref8'], ['Rc1', 'Rd8'], ['c5', 'Bb5\n'], ['cxd6', 'cxd6'], ['Rec3', 'Rdd7'], ['Rc8+', 'Kg7'], ['Ng5', 'Rfe7'], ['h4', 'e4'], ['fxe4', 'Bd3'], ['Kf3', 'Kf6\n'], ['Ke3', 'h6'], ['Rf8+', 'Kg6'], ['Rg8+', 'Kf6'], ['Kxd3', 'hxg5'], ['Rf1+', '']]",1-0
New York op,New York,1991.??.??,4,"Kraai, Jesse","Gurevich, Dmitry",,,E10,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'a6'], ['Bg5', 'c5'], ['d5', 'exd5'], ['cxd5', 'd6'], ['a4', 'Be7'], ['Nc3', 'O-O\n'], ['e4', 'Bg4'], ['Bf4', 'Nbd7'], ['Be2', 'Bxf3'], ['Bxf3', 'Rb8'], ['O-O', 'Ne8'], ['Be2', 'Bf6'], ['Qc2', 'Bd4\n'], ['Rab1', 'Qc7'], ['Nd1', 'Nef6'], ['Bf3', 'Rfe8'], ['Re1', 'Nxd5'], ['Bg3', 'Nb4'], ['Qd2', 'Ne5'], ['Be2', 'g6\n'], ['Kh1', 'h5'], ['f4', 'Nec6'], ['Bf3', 'Bg7'], ['f5', 'Nd4']]",0-1
