US Amateur Team East,Parsipanny USA,2002.02.16,1,"Milovanovic,Dragan","Caruana,F",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['e3', 'Bg7'], ['Bd3', 'O-O'], ['O-O', 'd5'], ['Nbd2', 'Nbd7'], ['c3', 'b6'], ['e4', 'dxe4\n'], ['Nxe4', 'Bb7'], ['Re1', 'Re8'], ['Bf4', 'Rc8'], ['Qa4', 'a6'], ['Rad1', 'b5'], ['Qc2', 'Nd5'], ['Bg3', 'c6\n'], ['h4', 'c5'], ['dxc5', 'Nxc5'], ['Nxc5', 'Rxc5'], ['Qb1', 'Qb6'], ['h5', 'Bxc3'], ['hxg6', 'hxg6'], ['bxc3', 'Nxc3\n'], ['Qb4', 'Nxd1'], ['Rxd1', 'Bxf3'], ['gxf3', 'Rd8'], ['Be2', 'Rxd1+'], ['Bxd1', 'Rc1'], ['Qd2', 'Qc5\n'], ['Kg2', 'a5'], ['Bf4', 'Rc4'], ['Be3', 'Qd6'], ['Bb3', 'Rh4'], ['Qxa5', 'Qd7'], ['Kf1', 'Qd3+'], ['Kg2', 'Qd7']]",1/2-1/2
90th NY Masters,New York USA,2004.02.03,1,"Caruana,F","Blatny,P",,,B15,"[['e4', 'g6'], ['d4', 'c6'], ['Nc3', 'd5'], ['e5', 'h5'], ['Bd3', 'Nh6'], ['Nf3', 'Bf5'], ['O-O', 'Bxd3'], ['Qxd3', 'Qc8\n'], ['Re1', 'e6'], ['Bg5', 'Nd7'], ['Nh4', 'Nf5'], ['Nxf5', 'gxf5'], ['Bf6', 'Nxf6'], ['exf6', 'Kd7'], ['Na4', 'Qd8\n'], ['c4', 'dxc4'], ['Qxc4', 'Kc7'], ['Rac1', 'Rc8'], ['Nc5', 'Kb8'], ['Rcd1', 'Rc7'], ['Qb4', 'Ka8'], ['Qc3', 'Rg8\n'], ['Nd3', 'Qxf6'], ['Ne5', 'Bd6'], ['Qf3', 'h4'], ['Rc1', 'Qd8'], ['Rc4', 'f6'], ['Nxc6', 'Qc8'], ['d5', 'bxc6\n'], ['Rxe6', 'cxd5'], ['Rxc7', 'Qxe6']]",0-1
96th NY Masters,New York USA,2004.03.23,1,"Caruana,F","Blatny,P",,,B00,"[['e4', 'b6'], ['d4', 'Bb7'], ['Nc3', 'e6'], ['f4', 'Bb4'], ['Bd3', 'f5'], ['Qe2', 'fxe4'], ['Bxe4', 'Bxe4'], ['Qxe4', 'Nc6\n'], ['Nf3', 'Nf6'], ['Qe2', 'O-O'], ['O-O', 'Bxc3'], ['bxc3', 'Nd5'], ['Ng5', 'Qf6'], ['Bd2', 'Qg6'], ['Ne4', 'Nf6\n'], ['Rae1', 'Nxe4'], ['Qxe4', 'Qxe4'], ['Rxe4', 'Na5'], ['Be1', 'Nc4'], ['g4', 'Rf7'], ['Kg2', 'a5'], ['Kg3', 'a4\n'], ['Re2', 'h5'], ['h3', 'Ra5'], ['Bd2', 'Rb5'], ['Ra1', 'Kh7'], ['Rf2', 'Kg6'], ['Bc1', 'a3'], ['Re2', 'Rf8\n'], ['Rg2', 'Ra8'], ['Kf3', 'hxg4+'], ['hxg4', 'Rh8'], ['Ke4', 'Rh3'], ['f5+', 'Kf7'], ['fxe6+', 'Kxe6'], ['Bf4', 'd5+']]",0-1
6th Foxwoods Open,Connecticut USA,2004.04.09,4,"Caruana,F","Winer,S",,,B53,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'Nf6'], ['dxc5', 'Nxe4'], ['cxd6', 'Nc6'], ['Bd3', 'Nxd6'], ['h3', 'g6'], ['O-O', 'Bg7\n'], ['Nc3', 'O-O'], ['Re1', 'Nb4'], ['Bg5', 'f6'], ['Be3', 'Nxd3'], ['Qxd3', 'Rf7'], ['Bc5', 'Bf5'], ['Qd5', 'Bf8\n'], ['Nd4', 'e5'], ['Nxf5', 'Nxf5'], ['Qxd8', 'Rxd8'], ['Bxa7', 'Bb4'], ['Red1', 'Rxd1+'], ['Nxd1', 'Nd6\n'], ['c3', 'Ba5'], ['Ne3', 'Nb5'], ['Bc5', 'Rc7'], ['Bb4', 'Bxb4'], ['cxb4', 'Kf7'], ['Kf1', 'Nd4'], ['a3', 'Ke6\n'], ['Rd1', 'f5'], ['Rd2', 'f4'], ['Nd1', 'Rc1'], ['f3', 'Kd5'], ['Kf2', 'Kc4'], ['Nc3', 'Kb3'], ['b5', 'Nf5\n'], ['Ne4', 'b6'], ['g3', 'Rh1'], ['Kg2', 'Rb1'], ['gxf4', 'exf4'], ['Kf2', 'Ne3'], ['Nc5+', 'Kc4'], ['Nd3', '']]",1/2-1/2
6th Foxwoods Open,Connecticut USA,2004.04.11,8,"Caruana,F","Mac Intyre,P",,,C50,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Bb6'], ['O-O', 'd6'], ['h3', 'Qf6'], ['d3', 'Nge7'], ['Be3', 'h6\n'], ['Nh2', 'g5'], ['Ng4', 'Qg7'], ['Qf3', 'f5'], ['exf5', 'Bxf5'], ['Bxb6', 'axb6'], ['Ne3', 'Bd7'], ['a4', 'O-O-O\n'], ['b4', 'Rdf8'], ['Qd1', 'g4'], ['g3', 'gxh3'], ['Kh2', 'h5'], ['a5', 'bxa5'], ['b5', 'Nb8'], ['Rxa5', 'h4\n'], ['g4', 'Qg5'], ['Ra7', 'Rh6'], ['Nd2', 'Rhf6'], ['Qe2', 'Qf4+'], ['Kxh3', 'Rg6'], ['Rfa1', 'Qxf2'], ['Qxf2', 'Rxf2\n'], ['Ndf1', 'c6'], ['Kxh4', 'd5'], ['bxc6', 'bxc6'], ['Bb3', 'Rf8'], ['Nc2', 'd4'], ['Bc4', 'Rh8+'], ['Kg3', 'Rxg4+\n'], ['Kf3', 'Rf8+'], ['Ke2', 'Rg1']]",0-1
100th NY Masters,New York USA,2004.05.04,1,"Caruana,F","Wojtkiewicz,A",,,B27,"[['e4', 'c5'], ['Nf3', 'g6'], ['d4', 'Bg7'], ['dxc5', 'Qa5+'], ['Bd2', 'Qxc5'], ['Bc3', 'Nf6'], ['Bd3', 'O-O'], ['O-O', 'Nc6\n'], ['Nbd2', 'd6'], ['Nb3', 'Qb6'], ['Qd2', 'a5'], ['Nbd4', 'Bg4'], ['h3', 'Bxf3'], ['Nxf3', 'Rfd8'], ['Rfe1', 'a4\n'], ['Rad1', 'Nd7'], ['Bxg7', 'Kxg7'], ['Qc3+', 'f6'], ['Bc4', 'Qa5'], ['Qe3', 'Qc5'], ['Qxc5', 'Nxc5'], ['Bd5', 'Rdc8\n'], ['Rd2', 'Rab8'], ['a3', 'b5'], ['Nd4', 'Nxd4'], ['Rxd4', 'Rc7'], ['Re3', 'Nd7'], ['c3', 'Nc5'], ['f4', 'Rb6\n'], ['Kf2', 'Kf8'], ['g4', 'e6'], ['Ba2', 'Ke7'], ['Kf3', 'Rc8'], ['Re2', 'Rf8'], ['f5', 'e5'], ['Rdd2', 'Rb7\n'], ['Bd5', 'Rc7'], ['Rd1', 'Kd8'], ['Red2', 'Ke7'], ['Rf1', 'Nd7'], ['Rfd1', 'Nb6'], ['Ba2', 'Rc6'], ['Ke3', 'Rb8\n'], ['Kf3', 'Nc4'], ['Bxc4', 'bxc4'], ['Ke3', 'Rb5'], ['Kf3', 'Rcb6'], ['Rb1', 'Rb3'], ['Rdd1', 'Rxb2'], ['Rbc1', 'Rh2\n'], ['Kg3', 'Rbb2'], ['Rd5', 'Rhc2'], ['Ra5', 'Rxc1']]",0-1
102nd NY Masters,New York USA,2004.05.18,1,"Caruana,F","Nakamura,H",,,B53,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Qxd4', 'a6'], ['Be3', 'Nc6'], ['Qb6', 'Qxb6'], ['Bxb6', 'Nf6'], ['Nc3', 'e6\n'], ['O-O-O', 'Be7'], ['h3', 'O-O'], ['Bc4', 'Bd7'], ['Rhe1', 'Rfc8'], ['Bb3', 'Be8'], ['Na4', 'Nb4'], ['Kb1', 'd5\n'], ['Bd4', 'Bxa4'], ['Bxa4', 'Nxe4'], ['c3', 'Nc6'], ['Bc2', 'Nf6'], ['Bxf6', 'Bxf6'], ['g4', 'g6'], ['Bb3', 'b5\n'], ['Nd4', 'Bxd4'], ['cxd4', 'g5'], ['Rd3', 'h6'], ['Rc1', 'Ne7'], ['Rdc3', 'Rxc3'], ['Rxc3', 'Rc8'], ['Rc5', 'Kf8\n'], ['Kc2', 'Ke8'], ['Kc3', 'Kd7'], ['Bc2', 'Nc6'], ['b4', 'Nd8'], ['Bd3', 'Nb7'], ['Rxc8', 'Kxc8'], ['f3', 'Kc7\n'], ['Kd2', 'f6'], ['Ke3', 'Nd8'], ['a3', 'Nc6'], ['Bb1', 'a5']]",0-1
FSIM June,Budapest HUN,2004.06.06,2,"Caruana,F","Simonsen,H",,,B11,"[['e4', 'c6'], ['Nc3', 'd5'], ['Nf3', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'e6'], ['a3', 'Nd7'], ['g3', 'Ngf6'], ['d3', 'Bc5\n'], ['Bg2', 'O-O'], ['O-O', 'Qe7'], ['Qe2', 'dxe4'], ['Nxe4', 'Nxe4'], ['Qxe4', 'Rfd8'], ['b4', 'Nf6'], ['Qc4', 'Bd4\n'], ['c3', 'Bb6'], ['d4', 'a5'], ['Bg5', 'axb4'], ['axb4', 'Rxa1'], ['Rxa1', 'h6'], ['Bxf6', 'Qxf6'], ['b5', 'cxb5\n'], ['Qxb5', 'e5'], ['Qxe5', 'Qxe5'], ['dxe5', 'Rd2'], ['Rf1', 'Rc2'], ['Bxb7', 'Rxc3'], ['Kg2', 'Rc2'], ['Be4', 'Rb2\n'], ['Bd5', 'Re2']]",1/2-1/2
FSIM June,Budapest HUN,2004.06.07,3,"Kahn,E","Caruana,F",,,B30,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['b3', 'e5'], ['Bb5', 'Nge7'], ['O-O', 'g6'], ['Bc4', 'Bg7'], ['Nc3', 'O-O'], ['Nd5', 'Nxd5\n'], ['Bxd5', 'Ne7'], ['c4', 'Nxd5'], ['cxd5', 'd6'], ['d3', 'f5'], ['Nd2', 'f4'], ['f3', 'a5'], ['a4', 'g5'], ['g4', 'fxg3\n'], ['hxg3', 'h5'], ['Nc4', 'g4'], ['Ra2', 'gxf3'], ['Rxf3', 'Rxf3'], ['Qxf3', 'Bg4'], ['Qe3', 'h4'], ['gxh4', 'Qxh4\n'], ['Rh2', 'Qf6'], ['Rf2', 'Qh4'], ['Qg5', 'Qxg5'], ['Bxg5', 'Bf8'], ['Rg2', 'Bd1'], ['Bh6+', 'Kf7'], ['Bxf8', 'Kxf8\n'], ['Nxd6', 'Bxb3'], ['Nxb7', 'Bxa4'], ['Nxc5', 'Bb5'], ['Rb2', 'Be8'], ['d6', 'Ra7'], ['Rb8', 'Kf7'], ['Kf2', 'a4\n'], ['Rc8', 'Bd7'], ['Rc7', 'Rxc7'], ['dxc7', 'Ke7'], ['Nxa4', 'Kd6'], ['Nb6', 'Kxc7'], ['Nxd7', 'Kxd7'], ['Kg3', 'Ke6\n'], ['Kg4', '']]",1-0
FSIM June,Budapest HUN,2004.06.08,4,"Caruana,F","Martini,B",,,B31,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'g6'], ['Bxc6', 'dxc6'], ['O-O', 'Bg7'], ['d3', 'e5'], ['Be3', 'Qe7'], ['h3', 'Nf6\n'], ['Nc3', 'O-O'], ['a4', 'b6'], ['Nd2', 'Nh5'], ['a5', 'Rb8'], ['axb6', 'axb6'], ['Ne2', 'Qc7'], ['c3', 'Nf4\n'], ['Bxf4', 'exf4'], ['d4', 'Rd8'], ['Nf3', 'Qe7'], ['Qc2', 'g5'], ['e5', 'Be6'], ['c4', 'h6'], ['Rad1', 'Rd7\n'], ['Rd2', 'b5'], ['cxb5', 'Rxb5'], ['Nc3', 'Rb4'], ['dxc5', 'Rxd2'], ['Qxd2', 'Qxc5'], ['Re1', 'Qb6'], ['Ra1', 'Qb8\n'], ['Nd4', 'Rxb2'], ['Qd3', 'Qxe5'], ['Nxc6', 'Qc5'], ['Ra8+', 'Bf8'], ['Ne4', 'Qxc6'], ['Qd8', 'Qxa8'], ['Qxa8', 'Rb1+\n'], ['Kh2', 'Rb4'], ['Nf6+', 'Kg7'], ['Qa1', 'Kg6'], ['Ne8', 'Rb8'], ['Nc7', 'Rb6'], ['Qa8', 'Bg7'], ['Qg8', 'Bd7\n'], ['h4', 'gxh4'], ['Nd5', 'Rf6'], ['Ne7+', '']]",1-0
FSIM June,Budapest HUN,2004.06.09,5,"Brustkern,J","Caruana,F",,,A49,"[['Nf3', 'Nf6'], ['b3', 'g6'], ['Bb2', 'Bg7'], ['g3', 'O-O'], ['Bg2', 'd6'], ['d4', 'c5'], ['d5', 'b5'], ['O-O', 'Bb7'], ['Nh4', 'Qd7\n'], ['e4', 'e6'], ['c4', 'bxc4'], ['bxc4', 'g5'], ['Nf3', 'Nxe4'], ['Bxg7', 'Kxg7'], ['Nbd2', 'exd5'], ['cxd5', 'Nxd2\n'], ['Qxd2', 'f6'], ['Rfe1', 'h6'], ['Re6', 'Na6'], ['Rae1', 'Rae8'], ['Bh3', 'Qd8'], ['Bg2', 'Nc7'], ['Rxe8', 'Rxe8\n'], ['Qa5', 'Rxe1+'], ['Nxe1', 'Qe7'], ['Nc2', 'Bxd5'], ['Ne3', 'Be6'], ['Qxa7', 'Nd5'], ['Qxe7+', 'Nxe7\n'], ['a4', 'd5'], ['a5', 'd4'], ['a6', 'dxe3'], ['fxe3', 'Nc8']]",0-1
FSIM June,Budapest HUN,2004.06.10,6,"Caruana,F","Boguszlavszkij,J",,,B15,"[['e4', 'c6'], ['Nc3', 'd5'], ['Nf3', 'g6'], ['d4', 'Bg7'], ['Be2', 'Nh6'], ['e5', 'f6'], ['Bf4', 'Nf7'], ['Qd2', 'Bg4\n'], ['O-O-O', 'Bxf3'], ['Bxf3', 'fxe5'], ['dxe5', 'e6'], ['h4', 'Nd7'], ['h5', 'Ndxe5'], ['hxg6', 'hxg6'], ['Rxh8+', 'Bxh8\n'], ['Be2', 'Qa5'], ['Rh1', 'O-O-O'], ['Rh7', 'Bf6'], ['Bxe5', 'Nxe5'], ['Qf4', 'Rf8'], ['Bg4', 'Nxg4'], ['Qxg4', 'Re8\n'], ['Qxg6', 'Qd8'], ['Ne2', 'Rh8'], ['Rf7', 'Rf8'], ['Nf4', 'Rxf7'], ['Qxf7', 'e5'], ['Ne6', 'Qe7'], ['Qg8+', 'Kd7\n'], ['Nf8+', 'Kc7'], ['Nh7', 'Bg7'], ['g4', 'e4'], ['g5', 'e3'], ['fxe3', 'Qxe3+'], ['Kd1', 'Qf3+'], ['Kd2', 'Qf2+\n'], ['Kd1', 'Qf1+'], ['Kd2', 'Bxb2'], ['Qg6', 'Bc1+'], ['Kc3', 'Qc4+']]",0-1
FSIM June,Budapest HUN,2004.06.11,7,"Jakab,A","Caruana,F",,,D03,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['Bg5', 'Bg7'], ['Nbd2', 'd5'], ['e3', 'O-O'], ['Bd3', 'Nbd7'], ['O-O', 'Re8'], ['c4', 'c5\n'], ['Rc1', 'cxd4'], ['Nxd4', 'Nc5'], ['Bc2', 'e5'], ['Nb5', 'Qb6'], ['Bxf6', 'Bxf6'], ['b4', 'Na6'], ['a3', 'Bd7\n'], ['Nc3', 'dxc4'], ['Nxc4', 'Qd8'], ['Nd6', 'Rf8'], ['Nxb7', 'Qe8'], ['Nd5', 'Bd8'], ['Bd3', 'Qe6'], ['Bxa6', 'Qxa6\n'], ['Nc5', '']]",1-0
FSIM June,Budapest HUN,2004.06.12,8,"Caruana,F","Werner,Di",,,B27,"[['e4', 'c5'], ['Nf3', 'b6'], ['Nc3', 'Bb7'], ['Bc4', 'e6'], ['O-O', 'a6'], ['a4', 'Nf6'], ['e5', 'd5'], ['exf6', 'dxc4\n'], ['fxg7', 'Bxg7'], ['Qe2', 'Rg8'], ['Ne4', 'Qd5'], ['Re1', 'Nc6'], ['d3', 'cxd3'], ['Qxd3', 'Qxd3'], ['cxd3', 'O-O-O\n'], ['Bf4', 'Nb4'], ['Bg3', 'Nxd3'], ['Re2', 'Bxb2'], ['Rb1', 'Rg4'], ['Nd6+', 'Rxd6'], ['Bxd6', 'Bxf3'], ['Rexb2', 'Nxb2\n'], ['Rxb2', 'Rd4']]",0-1
FSIM June,Budapest HUN,2004.06.13,9,"Eperjesi,L","Caruana,F",,,D03,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['Bg5', 'Bg7'], ['Nbd2', 'd5'], ['e3', 'O-O'], ['Be2', 'Nbd7'], ['O-O', 'c5'], ['c3', 'b6\n'], ['a4', 'a6'], ['Qb1', 'Bb7'], ['Rc1', 'Re8'], ['b4', 'c4'], ['h3', 'b5'], ['Bf4', 'Ne4'], ['Nxe4', 'dxe4'], ['Nd2', 'e5\n'], ['dxe5', 'Bxe5'], ['axb5', 'axb5'], ['Rxa8', 'Bxa8'], ['Nf1', 'Bxf4'], ['exf4', 'Qf6'], ['g3', 'e3'], ['fxe3', 'Qc6\n'], ['Kf2', 'Qg2+'], ['Ke1', 'Nf6'], ['Qa2', 'Be4'], ['Qd2', 'Qxh3'], ['Qd4', 'Nd5'], ['Ra1', 'Bg2'], ['Ra7', 'Qh1\n'], ['Kd2', 'Bxf1'], ['Bxf1', 'Nxe3'], ['Be2', 'Nf1+'], ['Bxf1', 'Qxf1'], ['Re7', 'Rxe7']]",0-1
FSIM June,Budapest HUN,2004.06.14,10,"Caruana,F","Farago,S",,,B04,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Nf3', 'g6'], ['Bc4', 'c6'], ['h3', 'Bg7'], ['O-O', 'O-O'], ['exd6', 'Qxd6\n'], ['Re1', 'h6'], ['Bb3', 'e6'], ['c4', 'Ne7'], ['Nc3', 'Rd8'], ['Be3', 'Nf5'], ['Qc2', 'Na6'], ['Rad1', 'Nxe3\n'], ['fxe3', 'b6'], ['e4', 'Bb7'], ['e5', 'Qe7'], ['Qf2', 'Rab8'], ['Ne4', 'Nc7'], ['c5', 'bxc5'], ['dxc5', 'Rxd1\n'], ['Rxd1', 'Nd5'], ['Nd6', 'Ba8'], ['Bxd5', 'exd5'], ['Re1', 'a5'], ['Qg3', 'Kh7'], ['e6', 'fxe6'], ['Nf5', 'Qxc5+\n'], ['Kh2', 'Re8'], ['Nxg7', 'Kxg7'], ['Ne5', 'Qc2'], ['Nd3', 'e5'], ['Rxe5', 'Rxe5'], ['Qxe5+', 'Kf7'], ['Qc7+', 'Ke6\n'], ['Nf4+', 'Kf5'], ['Qf7+', 'Ke5'], ['Nxg6+', 'Kd4'], ['Qf4+', 'Qe4'], ['Qxh6', 'Kd3'], ['Qc1', 'Qe3'], ['Qc3+', 'Ke2\n'], ['Qxa5', 'Bb7'], ['Qc3', 'c5'], ['h4', 'd4'], ['Qxc5', 'd3'], ['Qxe3+', 'Kxe3'], ['Ne5', 'Bd5'], ['Nxd3', 'Kxd3\n'], ['b3', 'Ke4'], ['Kg3', 'Kf5'], ['Kf2', 'Kg4'], ['g3', 'Bf7'], ['b4', 'Bxa2'], ['b5', 'Bd5'], ['b6', 'Kf5\n'], ['h5', 'Bb7'], ['g4+', 'Kg5'], ['Ke3', '']]",1-0
FSIM June,Budapest HUN,2004.06.15,11,"Poulsen,Ma","Caruana,F",,,D76,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['c4', 'Bg7'], ['g3', 'O-O'], ['Bg2', 'd5'], ['cxd5', 'Nxd5'], ['O-O', 'Nb6'], ['Nc3', 'Nc6\n'], ['d5', 'Na5'], ['e4', 'c6'], ['Nd4', 'e6'], ['Nb3', 'Nac4'], ['dxe6', 'Bxe6'], ['Qc2', 'Qe7'], ['Nd2', 'Rad8\n'], ['Nxc4', 'Nxc4'], ['h4', 'Rd7'], ['Bf4', 'Qb4'], ['Rab1', 'Na3'], ['bxa3', 'Qxc3'], ['Qa4', 'Bxa2'], ['Rfc1', 'Qf6\n'], ['e5', 'Qe6'], ['Rb2', 'Bd5'], ['Bxd5', 'cxd5'], ['Qxa7', 'Bxe5'], ['Bxe5', 'Qxe5'], ['Rxb7', 'Rxb7\n'], ['Qxb7', 'Rd8'], ['Qb6', 'Qd6'], ['Qxd6', 'Rxd6'], ['Kf1', 'Kg7'], ['a4', 'Ra6'], ['Ra1', 'Ra5'], ['Ke2', 'Kf6\n'], ['Kd3', 'Ke5'], ['Kc3', 'Ke4'], ['Kb4', 'Ra8'], ['a5', 'd4'], ['a6', 'd3'], ['Kc3', 'Kf3'], ['Ra2', 'd2'], ['Kxd2', 'Kxf2\n'], ['Ra3', 'f5'], ['a7', 'h6'], ['Ra6', 'g5'], ['hxg5', 'hxg5'], ['Rf6', 'Kxg3'], ['Rxf5', 'g4'], ['Rf7', 'Kg2\n'], ['Rg7', 'g3'], ['Kc3', 'Kf2'], ['Rf7+', 'Kg1']]",1/2-1/2
119th NY Masters,New York USA,2004.09.28,1,"Caruana,F","Yudasin,L",,,B40,"[['e4', 'c5'], ['Nf3', 'e6'], ['c3', 'Nf6'], ['e5', 'Nd5'], ['d4', 'cxd4'], ['Qxd4', 'Nc6'], ['Qe4', 'f5'], ['Qe2', 'Nde7\n'], ['h4', 'b6'], ['g3', 'a5'], ['Bg2', 'Ba6'], ['c4', 'Rc8'], ['O-O', 'Na7'], ['b3', 'b5'], ['Be3', 'Nec6'], ['Nc3', 'bxc4\n'], ['bxc4', 'Rb8'], ['a4', 'Bb4'], ['Nb5', 'Nc8'], ['Rfd1', 'O-O'], ['Rd3', 'Nb6'], ['Rad1', 'Bc8'], ['Qc2', 'Be7\n'], ['Qb3', 'Qe8'], ['Nc7', 'Qh5'], ['Bxb6', 'f4'], ['Nd5', 'Bc5'], ['Qb5', 'Bxb6'], ['Nxb6', 'fxg3'], ['fxg3', 'Rf5\n'], ['Qc5', 'Nb4'], ['Nxc8', 'Nxd3'], ['Rxd3', 'Kh8'], ['Rxd7', 'h6'], ['Qe7', 'Qg4'], ['Qe8+', 'Kh7'], ['Qxe6', 'Rb2\n'], ['Rd3', 'Re2'], ['Nd6', 'Rexe5'], ['Qxe5', 'Rxe5'], ['Nxe5', 'Qe6'], ['Be4+', 'g6'], ['Bxg6+', 'Kg7\n'], ['Nf5+', 'Kf6'], ['Rd6', '']]",1-0
120th NY Masters,New York USA,2004.10.05,1,"Caruana,F","Yudasin,L",,,B53,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Qxd4', 'a6'], ['Be3', 'Nd7'], ['Nc3', 'Ngf6'], ['a4', 'e6'], ['Bc4', 'Be7\n'], ['O-O', 'O-O'], ['a5', 'Qc7'], ['h3', 'Rd8'], ['Rfd1', 'h6'], ['Ba2', 'Rb8'], ['Qa7', 'Qxa5'], ['Bxe6', 'Qh5\n'], ['Bd5', 'Bf8'], ['Bb6', 'Nxb6'], ['Qxb8', 'Nbxd5'], ['exd5', 'Re8'], ['Re1', 'Be6'], ['Qxb7', 'Bxh3\n'], ['Rxe8', 'Nxe8'], ['Qxa6', 'Bxg2'], ['Kxg2', 'Qg4+'], ['Kf1', 'Qxf3'], ['Re1', 'Nf6'], ['Qd3', 'Qf4\n'], ['Ne4', 'Ng4'], ['Qg3', 'Qf5'], ['b4', 'h5'], ['c4', 'Ne5'], ['Nd2', 'Qc2'], ['c5', 'Qxd2'], ['cxd6', 'Ng4\n'], ['d7', 'Qxd5'], ['Re8', 'Qxd7'], ['Qb8', 'Qd4'], ['Rxf8+', 'Kh7'], ['Rh8+', 'Kg6'], ['Qg3', 'f5'], ['Kg2', 'Qxb4\n'], ['Rd8', 'Kh7'], ['Qd3', 'Qc5'], ['Qd4', 'Qc6+'], ['Qd5', 'Qxd5+'], ['Rxd5', 'Kg6'], ['Kg3', 'Nf6'], ['Rd6', 'Kg5\n'], ['f4+', 'Kg6'], ['Kh4', 'Kf7'], ['Ra6', 'g6'], ['Kg5', 'Nd5'], ['Ra7+', 'Ne7'], ['Ra6', 'Nd5'], ['Rxg6', 'Nxf4\n'], ['Rf6+', 'Ke7'], ['Rxf5', 'Ne6+'], ['Kh4', 'Ng7'], ['Rg5', '']]",1/2-1/2
122nd NY Masters,New York USA,2004.10.19,1,"Caruana,F","Kamsky,G",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['d3', 'd6'], ['h3', 'h6'], ['O-O', 'O-O'], ['Be3', 'Bb6\n'], ['Nbd2', 'Re8'], ['a4', 'd5'], ['exd5', 'Nxd5'], ['Bxb6', 'axb6'], ['Re1', 'Nf4'], ['d4', 'exd4'], ['cxd4', 'Be6\n'], ['Re4', 'Bxc4'], ['Rxf4', 'Bd5'], ['Qc2', 'b5'], ['b3', 'bxa4'], ['bxa4', 'Qe7'], ['Rb1', 'b6'], ['Rb5', 'Qd7\n'], ['Rf5', 'Bxf3'], ['Nxf3', 'Nxd4'], ['Nxd4', 'Re1+'], ['Kh2', 'Qd6+'], ['g3', 'Qxd4'], ['Qxc7', 'Rf8\n'], ['Qf4', 'Qd1'], ['Qf3', 'Qxa4'], ['Rxb6', '']]",1/2-1/2
WYb12,Heraklio GRE,2004.11.04,1,"Ketzetzis,Giorgos","Caruana,F",,,B31,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['Bb5', 'g6'], ['Bxc6', 'dxc6'], ['h3', 'Bg7'], ['d3', 'e5'], ['Be3', 'Qe7'], ['O-O', 'Nf6\n'], ['Nc3', 'O-O'], ['Qd2', 'Nh5'], ['Rad1', 'f5'], ['exf5', 'gxf5'], ['Bh6', 'Bd7'], ['Rfe1', 'Rae8'], ['Bg5', 'Qd6\n'], ['Qe2', 'Qg6'], ['Qe3', 'h6'], ['Bh4', 'b6'], ['Kh2', 'Kh8'], ['Nd2', 'Nf4'], ['Qf3', 'Ne6'], ['Rc1', 'Nd4\n'], ['Qg3', 'Qh5'], ['f4', 'b5'], ['Nf3', 'b4'], ['Na4', 'exf4'], ['Qxf4', 'Ne2'], ['Qd6', 'Nxc1'], ['Rxc1', 'Re2\n'], ['Qxd7', 'Qxf3'], ['Rg1', 'Be5+']]",0-1
WYb12,Heraklio GRE,2004.11.05,2,"Caruana,F","Ardito,Andrew",,,B09,"[['e4', 'd6'], ['d4', 'g6'], ['Nc3', 'Bg7'], ['f4', 'Nf6'], ['Nf3', 'O-O'], ['Be3', 'b6'], ['Qd2', 'Bb7'], ['Bd3', 'c5\n'], ['d5', 'Na6'], ['O-O-O', 'Rc8'], ['e5', 'Ng4'], ['Bg1', 'c4'], ['Be2', 'dxe5'], ['h3', 'e4'], ['hxg4', 'exf3\n'], ['Bxf3', 'Qd6'], ['Bd4', 'f6'], ['Nb5', 'Qb8'], ['Qe3', 'Nb4'], ['Qe6+', 'Kh8'], ['Rxh7+', 'Kxh7'], ['Rh1+', 'Bh6\n'], ['Qxe7+', 'Kg8'], ['Rxh6', 'Qxf4+'], ['Be3', 'Nd3+'], ['cxd3', 'cxd3+'], ['Kb1', 'Qxh6'], ['Bxh6', 'Rf7\n'], ['Qe4', '']]",1-0
