Berlin,Berlin,1862.??.??,?,"Holdheim, O.","Wolff, Patrick G",,,C26,"[['e4', 'e5'], ['Nc3', 'Bc5'], ['Bc4', 'Nf6'], ['f4', 'Bxg1'], ['Rxg1', 'exf4'], ['e5', 'Qe7'], ['Kf2', 'Qc5+'], ['d4', 'Qxc4\n'], ['exf6', 'g5'], ['Re1+', 'Kd8'], ['g3', 'fxg3+'], ['hxg3', 'Nc6'], ['Bxg5', 'Nxd4'], ['Re4', 'c5'], ['Be3', 'd5\n'], ['Bxd4', 'dxe4'], ['Bxc5+', 'Bd7'], ['Qd6', 'Qe6'], ['Qe7+', 'Qxe7'], ['fxe7+', 'Kc7'], ['Nxe4', 'b6\n'], ['Bd6+', 'Kb7'], ['Be5', 'Bc6'], ['Nd6+', 'Ka6'], ['Bxh8', 'Rxh8'], ['Re1', 'Be8'], ['Kf3', 'b5'], ['Kf4', 'Kb6\n'], ['Kf5', 'Kc6'], ['Nxe8', 'Rxe8'], ['Kf6', '']]",1-0
Toronto,Toronto,1989.??.??,4,"Kovacevic, Vlatko","Wolff, Patrick G",,,D03,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['Bg5', 'Bg7'], ['e3', 'O-O'], ['Be2', 'd5'], ['Nbd2', 'Nbd7'], ['O-O', 'Re8'], ['c4', 'c6\n'], ['cxd5', 'cxd5'], ['Rc1', 'e5'], ['dxe5', 'Nxe5'], ['Nxe5', 'Rxe5'], ['Nf3', 'Re7'], ['Nd4', 'h6'], ['Bh4', 'g5\n'], ['Bg3', 'Ne4'], ['Qc2', 'Nxg3'], ['hxg3', 'Bxd4'], ['exd4', 'Qb6'], ['Qd2', 'Bf5'], ['Rc5', 'Rae8'], ['Bb5', 'Rc8\n'], ['Rxc8+', 'Bxc8'], ['Ba4', 'Bf5'], ['Bb3', 'Re4'], ['Rd1', 'Qb5'], ['Qc3', 'Re2'], ['Re1', 'Be6'], ['Rc1', 'Kg7\n'], ['a4', 'Qc6'], ['Bc2', 'Qxc3'], ['bxc3', 'Bd7'], ['Kf1', 'Re8'], ['Bb3', 'Bc6'], ['g4', 'a5'], ['f3', 'Re6\n'], ['Kf2', 'Re8'], ['Ra1', 'Kf6'], ['c4', 'dxc4'], ['Bxc4', 'Ke7'], ['d5', 'Bd7'], ['Ke3', 'Kd6+'], ['Kd4', 'b6\n'], ['Rb1', 'Kc7'], ['d6+', 'Kc6'], ['Bxf7', 'Re2'], ['Bd5+', 'Kxd6'], ['Rxb6+', 'Ke7'], ['Rxh6', 'Bxa4\n'], ['Ra6', 'Rxg2'], ['Rxa5', 'Bd7'], ['Ke5', 'Bxg4'], ['fxg4', 'Rxg4'], ['Ra7+', 'Kf8'], ['Be6', 'Rf4'], ['Bf5', 'Ke8\n'], ['Rg7', 'Rf1'], ['Kf6', 'Kd8'], ['Rd7+', 'Ke8'], ['Rd2', 'g4'], ['Rh2', '']]",1-0
Toronto,Toronto,1989.??.??,5,"Wolff, Patrick G","Stone, Raymond",,,B47,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['Nc3', 'Qc7'], ['Be2', 'a6'], ['f4', 'b5'], ['Nxc6', 'Qxc6\n'], ['Bf3', 'Bb7'], ['Qd3', 'Qc7'], ['a3', 'd6'], ['f5', 'e5'], ['Bg5', 'Be7'], ['h4', 'Nf6'], ['O-O-O', 'O-O-O\n'], ['g4', 'Kb8'], ['Qe2', 'Rc8'], ['Kb1', 'Qa5'], ['Rd3', 'Rc4'], ['Rhd1', 'Rhc8'], ['Qe3', 'Bd8'], ['Bxf6', 'gxf6\n'], ['Qd2', 'b4'], ['axb4', 'Qxb4'], ['Nd5', 'Qc5'], ['Ne3', 'Ba5'], ['Qe2', 'Rxe4'], ['Bxe4', 'Bxe4'], ['Nd5', 'Bxd3\n'], ['Rxd3', 'Bd8'], ['Qd1', 'Qf2'], ['Ne3', 'Ka7'], ['Ra3', 'Bb6'], ['Qxd6', 'Qe2'], ['Ka2', 'Rb8'], ['Rb3', 'Qe1\n'], ['Nc4', 'Qg1'], ['Nxb6', '']]",1-0
Toronto,Toronto,1989.??.??,6,"Bailey, Doug","Wolff, Patrick G",,,B09,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['f4', 'Bg7'], ['Nf3', 'O-O'], ['Bd3', 'Nc6'], ['e5', 'dxe5'], ['fxe5', 'Nh5\n'], ['Be3', 'f6'], ['Bc4+', 'Kh8'], ['e6', 'Na5'], ['Be2', 'Bxe6'], ['d5', 'Bg4'], ['b4', 'Bxf3'], ['gxf3', 'f5\n'], ['Nb5', 'c6'], ['Nxa7', 'cxd5'], ['bxa5', 'd4'], ['Bd2', 'Rxa7'], ['Rb1', 'Be5'], ['O-O', 'Qd6'], ['Rf2', 'Nf4\n'], ['Bf1', 'Nd5'], ['Rb3', 'Rc8'], ['Qe1', 'Rxc2'], ['Qb1', 'Rc7'], ['Rb6', 'Qd8'], ['Qb3', 'Bf6'], ['Bc4', 'Nc3\n'], ['Bf4', 'Rxa5'], ['Bxc7', 'Qxc7'], ['Rxb7', 'Qf4'], ['Bf1', 'Kg7'], ['Qb4', 'Rxa2'], ['Rxe7+', 'Bxe7\n'], ['Qxe7+', 'Kh6'], ['Qf8+', 'Kh5'], ['Rxa2', 'Nxa2'], ['Qf7', 'Qe3+'], ['Kg2', 'Qd2+'], ['Kh3', 'h6'], ['Qf6', 'Qf4\n'], ['Be2', 'Nc3'], ['Qa6', 'Nd5'], ['Qd6', 'Qh4+'], ['Kg2', 'Ne3+']]",0-1
Toronto,Toronto,1989.??.??,7,"Wolff, Patrick G","Day, Lawrence A",,,C76,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'g6'], ['c3', 'a6'], ['Ba4', 'd6'], ['d4', 'Bd7'], ['O-O', 'Bg7'], ['Be3', 'Qe7\n'], ['Nbd2', 'Nf6'], ['Re1', 'h6'], ['dxe5', 'dxe5'], ['b4', 'b6'], ['h3', 'O-O'], ['Qc2', 'Kh8'], ['Rad1', 'Qe8\n'], ['Bb3', 'Rc8'], ['Nf1', 'Nb8'], ['Ng3', 'Ng8'], ['a4', 'Ne7'], ['Bc1', 'Rd8'], ['Qa2', 'f6'], ['a5', 'b5\n'], ['Be3', 'Bc8'], ['Bf7', 'Qc6'], ['Bc5', 'Rd6'], ['Bxd6', 'cxd6'], ['Qb3', 'Qc7'], ['Rd3', 'f5'], ['Red1', 'Bb7\n'], ['Rxd6', 'f4'], ['Nf1', 'Nc8'], ['Nh4', 'Rxf7'], ['Rd8+', 'Kh7'], ['Qe6', 'Rf8'], ['Qxg6+', 'Kg8'], ['Nf5', 'Kh8\n'], ['Nxh6', 'Qe7'], ['Rxf8+', 'Qxf8'], ['Rd8', 'Bxh6'], ['Qxh6+', '']]",1-0
Toronto,Toronto,1989.??.??,8,"Hebert, Jean","Wolff, Patrick G",,,E62,"[['Nf3', 'g6'], ['d4', 'Nf6'], ['c4', 'd6'], ['Nc3', 'Bf5'], ['g3', 'Bg7'], ['Bg2', 'Ne4'], ['Na4', 'Nc6'], ['Be3', 'Bd7\n'], ['d5', 'Na5'], ['Bd4', 'Nf6'], ['c5', 'O-O'], ['cxd6', 'cxd6'], ['Nc3', 'b5'], ['a3', 'Qb8'], ['b4', 'Nc4\n'], ['O-O', 'a5'], ['h3', 'axb4'], ['axb4', 'Nb2'], ['Qb3', 'Rxa1'], ['Rxa1', 'Na4'], ['Nxa4', 'bxa4'], ['Qb2', 'Rc8\n'], ['Nd2', 'Qb5'], ['e3', 'Qd3'], ['Ra3', 'Qc2'], ['Ra2', 'Qxb2'], ['Rxb2', 'Rc1+'], ['Kh2', 'Bb5'], ['Nb1', 'Nd7\n'], ['Bxg7', 'Kxg7'], ['Be4', 'Bc4'], ['Na3', 'Nb6'], ['b5', 'Bb3'], ['Bg2', 'Rc5'], ['e4', 'Nc4'], ['Nxc4', 'Rxc4\n'], ['f3', 'Rb4'], ['Bf1', 'Kf6'], ['f4', 'Rxe4'], ['Kg1', 'Rb4']]",0-1
Toronto,Toronto,1989.??.??,9,"Wolff, Patrick G","Norwood, David",,,B08,"[['e4', 'g6'], ['d4', 'Bg7'], ['Nf3', 'd6'], ['Be2', 'Nf6'], ['Nc3', 'O-O'], ['O-O', 'a6'], ['Bg5', 'b5'], ['e5', 'Nfd7\n'], ['a4', 'bxa4'], ['Nd5', 'Nc6'], ['exd6', 'cxd6'], ['Rxa4', 'h6'], ['Be3', 'e6'], ['Nb4', 'Nxb4'], ['Rxb4', 'Nb6\n'], ['Rb3', 'a5'], ['Qd2', 'a4'], ['Ra3', 'Kh7'], ['Rfa1', 'Bd7'], ['Qb4', 'Rb8'], ['c4', 'Bc6'], ['R3a2', 'Qd7\n'], ['Rc1', 'Rfc8'], ['Qd2', 'Bxf3'], ['gxf3', 'Rc7'], ['Ra3', 'Rcb7'], ['Bd1', 'd5'], ['cxd5', 'exd5'], ['Bf4', 'Re8\n'], ['Be2', 'Qf5'], ['Be3', 'Bf8'], ['Raa1', 'Bd6'], ['Kg2', 'Reb8'], ['Rc6', 'Qd7'], ['Rc2', 'Nc4'], ['Bxc4', 'dxc4\n'], ['Bf4', 'Rb5'], ['Bg3', 'Bb4'], ['Qe2', 'Re8'], ['Qxc4', 'Rb7'], ['Qc6', 'Rd8'], ['Rxa4', 'Qxc6'], ['Rxc6', 'Rxd4\n'], ['Rc7', 'Rxc7'], ['Bxc7', 'Rd7'], ['Bb6', 'Bf8'], ['Rc4', 'f5'], ['f4', 'Kg8'], ['b4', 'Rb7'], ['Bc5', 'Bxc5\n'], ['bxc5', 'Kf7'], ['h4', 'Rc7'], ['h5', 'gxh5'], ['Kg3', 'Ke6'], ['Kh4', 'Kd5'], ['Rc2', 'Ke4'], ['c6', 'Kxf4\n'], ['Kxh5', 'Ke5'], ['Kxh6', 'Kf6'], ['f4', '']]",1-0
Toronto,Toronto,1989.??.??,10,"Nickoloff, Bryon","Wolff, Patrick G",,,D86,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Bc4', 'O-O'], ['Be3', 'Nc6\n'], ['Qd2', 'e5'], ['d5', 'Na5'], ['Bd3', 'c6'], ['c4', 'b5'], ['Bc5', 'bxc4'], ['Bxf8', 'Bxf8'], ['Be2', 'Rb8\n'], ['Kf1', 'cxd5'], ['exd5', 'Qc7'], ['Nf3', 'c3'], ['Qe3', 'Ba3'], ['d6', 'Qxd6'], ['Ne1', 'Bf5'], ['Rd1', 'Qc7\n'], ['g4', 'c2'], ['Nxc2', 'Bxc2'], ['Qxa3', 'Bxd1'], ['Bxd1', 'Nc4'], ['Qg3', 'Rb2'], ['Kg2', 'Qc6+'], ['Bf3', 'e4\n'], ['Bd1', 'e3+'], ['Bf3', 'Qb6'], ['Kh3', 'Rxf2'], ['Rc1', 'Qd4'], ['Rxc4', 'Qxc4'], ['Qb8+', 'Kg7'], ['Qe5+', 'f6\n'], ['Qxe3', 'Qf1+'], ['Kg3', 'Qg1+']]",0-1
Toronto,Toronto,1989.??.??,11,"Wolff, Patrick G","Hulak, Krunoslav",,,B42,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'a6'], ['Bd3', 'Nf6'], ['O-O', 'Qc7'], ['Qe2', 'd6'], ['c4', 'g6\n'], ['Nc3', 'Bg7'], ['Rd1', 'O-O'], ['Nf3', 'Nbd7'], ['Bf4', 'Ng4'], ['Rac1', 'b6'], ['Bb1', 'Nge5'], ['b3', 'Nxf3+\n'], ['Qxf3', 'Ne5'], ['Qe2', 'Rb8'], ['h3', 'Bd7'], ['Qd2', 'Rfd8'], ['Bg5', 'f6'], ['Be3', 'g5'], ['Bd3', 'Bc6\n'], ['Nb5', 'Qf7'], ['Nd4', 'Ba8'], ['a4', 'Bf8'], ['Bb1', 'a5'], ['f4', '']]",1/2-1/2
Hastings Masters,Hastings,1990.??.??,?,"Smagin, Sergey","Wolff, Patrick G",,,B85,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Be2', 'e6'], ['O-O', 'Be7'], ['Kh1', 'O-O\n'], ['f4', 'Qc7'], ['Bf3', 'a6'], ['Be3', 'Rd8'], ['Nxc6', 'bxc6'], ['Na4', 'c5'], ['c4', 'Bb7'], ['Nc3', 'Nd7\n'], ['Qe1', 'Bf6'], ['Rd1', 'Rac8'], ['b3', 'Bc6'], ['Ne2', 'a5'], ['Bd2', 'Ra8'], ['a4', 'Rdb8'], ['Rb1', 'Re8\n'], ['Bc3', 'Qb7'], ['Bxf6', 'Nxf6'], ['Nc3', 'Rad8'], ['e5', 'dxe5'], ['fxe5', 'Bxf3'], ['Rxf3', 'Ng4'], ['h3', 'Nh6\n'], ['Nb5', 'Qb6'], ['Qe4', 'Nf5'], ['Rbf1', 'Re7'], ['Kh2', 'Red7'], ['R1f2', 'Qb8'], ['Qf4', 'h5'], ['g4', 'Nh4\n'], ['Re3', 'Ng6'], ['Qe4', 'hxg4'], ['hxg4', 'Rd4'], ['Nxd4', 'Rxd4'], ['Qf3', 'Nxe5'], ['Rxe5', 'Qxe5+\n'], ['Kg1', 'f6'], ['Re2', 'Qg5'], ['Re4', 'Qc1+'], ['Kg2', 'Qc2+'], ['Re2', 'Qg6'], ['Rxe6', 'Rxg4+'], ['Kf2', 'Qg5\n'], ['Qa8+', 'Kh7'], ['Re1', 'Qh4+'], ['Ke2', 'Re4+'], ['Kd3', 'Rxe1']]",0-1
Hastings Masters,Hastings,1990.??.??,?,"Wolff, Patrick G","Conquest, Stuart",,,C92,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['h3', 'Be6'], ['Bxe6', 'fxe6'], ['d4', 'exd4'], ['cxd4', 'd5'], ['e5', 'Nd7'], ['Be3', 'Qe8'], ['Nbd2', 'Nb4\n'], ['Qb3', 'Qg6'], ['Bg5', 'Bxg5'], ['Qxb4', 'c5'], ['dxc5', 'Be7'], ['Rac1', 'Rac8'], ['Rc3', '']]",1/2-1/2
Hastings Masters,Hastings,1990.??.??,?,"Wolff, Patrick G","Farago, Ivan",,,C19,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Bb4'], ['e5', 'Ne7'], ['a3', 'Bxc3+'], ['bxc3', 'c5'], ['Nf3', 'Bd7'], ['Be2', 'Qa5\n'], ['O-O', 'Nbc6'], ['a4', 'Qxc3'], ['Bd2', 'Qb2'], ['Rb1', 'Qa3'], ['Rb3', 'Qxa4'], ['Bb5', 'Qa2'], ['Qc1', 'Nb4\n'], ['Bxd7+', 'Kxd7'], ['dxc5', 'Nbc6'], ['Bg5', 'Rab8'], ['Qf4', 'Qxc2'], ['Rfb1', 'b5'], ['cxb6', 'Rxb6\n'], ['Rxb6', 'axb6'], ['Rc1', 'Qe4'], ['Qxf7', 'Qf5'], ['Qxg7', 'Rg8'], ['Qh6', 'Rg6'], ['Qh4', 'h6'], ['Bxe7', 'Qxf3\n'], ['g3', 'Rg4'], ['Qf6', 'Nd4'], ['Ba3', 'Ne2+'], ['Kf1', 'Nxg3+'], ['hxg3', 'Qh1+'], ['Ke2', 'Qe4+'], ['Kd2', 'Qd4+\n'], ['Kc2', 'Qa4+'], ['Kb2', 'Rb4+'], ['Bxb4', 'Qxb4+'], ['Kc2', 'Qc4+'], ['Kb2', 'Qb4+']]",1/2-1/2
Hastings Masters,Hastings,1990.??.??,?,"Levitt, Jonathan","Wolff, Patrick G",,,A57,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['Nf3', 'b4'], ['Nbd2', 'g6'], ['e4', 'Bg7'], ['Bd3', 'd6'], ['O-O', 'O-O'], ['Re1', 'e5\n'], ['dxe6', 'Bxe6'], ['e5', 'dxe5'], ['Nxe5', 'Ng4'], ['Ndf3', 'Nxe5'], ['Nxe5', 'Bxe5'], ['Rxe5', 'Bxc4\n'], ['Re3', 'Nc6'], ['b3', 'Qf6'], ['Rb1', 'Bxd3'], ['Bb2', 'Qf5'], ['Qxd3', 'Qxd3'], ['Rxd3', 'Rad8'], ['Rbd1', 'Rxd3\n'], ['Rxd3', 'Rd8'], ['Rxd8+', 'Nxd8'], ['Bf6', 'Nb7'], ['Kf1', 'Kf8'], ['g4', 'Ke8'], ['Ke2', 'Kd7'], ['Kd3', 'Ke6\n'], ['Bg5', 'Nd6'], ['h3', 'Kd5'], ['Be7', 'Nb5'], ['Bf6', 'Nc7'], ['Bg5', 'Ne6'], ['Be3', 'g5'], ['f3', 'Nf4+\n'], ['Bxf4', 'gxf4'], ['g5', 'a5'], ['h4', 'c4+']]",0-1
Hastings Masters,Hastings,1990.??.??,?,"Wolff, Patrick G","Kristensen, Bjarke",,,B33,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'e5'], ['Ndb5', 'd6'], ['Bg5', 'a6'], ['Na3', 'b5\n'], ['Nd5', 'Be7'], ['Bxf6', 'Bxf6'], ['c3', 'O-O'], ['Nc2', 'Bg5'], ['a4', 'bxa4'], ['Rxa4', 'Kh8'], ['Be2', 'g6\n'], ['O-O', 'a5'], ['Nce3', 'Be6'], ['Bc4', 'Nb8'], ['Qc2', 'Nd7'], ['Raa1', 'Rc8'], ['Ba6', 'Rb8'], ['Bc4', 'Rc8\n'], ['b3', 'Nc5'], ['Kh1', 'Bh6'], ['g3', 'Bg7'], ['Rfd1', 'f5'], ['exf5', 'gxf5'], ['b4', 'f4'], ['bxc5', 'Rxc5\n'], ['Nxf4', 'exf4'], ['Bxe6', 'fxe3'], ['fxe3', 'Rxc3'], ['Qd2', 'Qb6'], ['e4', 'Rf2'], ['Qxd6', 'Rf1+\n'], ['Kg2', 'Rc2+'], ['Rd2', '']]",0-1
Hastings Masters,Hastings,1990.??.??,?,"Wolff, Patrick G","Lane, Gary W",,,C64,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Bc5'], ['c3', 'Nf6'], ['d4', 'Bb6'], ['Bxc6', 'bxc6'], ['Bg5', 'h6'], ['Bxf6', 'Qxf6\n'], ['Nxe5', 'c5'], ['O-O', 'O-O'], ['dxc5', 'Qxe5'], ['cxb6', 'axb6'], ['Qd4', 'Re8'], ['Qxe5', 'Rxe5'], ['Nd2', 'Bb7\n'], ['f3', 'f5'], ['exf5', 'Rxf5'], ['Rf2', 'Rb5'], ['Nf1', 'd5'], ['a3', 'c5'], ['Re1', 'd4'], ['cxd4', 'cxd4\n'], ['Re7', 'Bd5'], ['Rd2', 'Rc8'], ['Ng3', 'd3'], ['b4', 'Rc3'], ['Ra7', 'Bc4'], ['Ne4', 'Rc1+'], ['Kf2', 'Rd5\n'], ['a4', 'Bb3'], ['Ra6', 'Rc4'], ['Rxb6', 'Bxa4'], ['Ke3', 'Bc2'], ['Rb7', 'Rdd4'], ['b5', 'Rd8'], ['g4', 'Rcd4\n'], ['h4', 'R4d7'], ['Rb6', 'Ra8'], ['h5', 'Rdd8'], ['Rc6', 'Rab8'], ['Rc5', 'Rb6'], ['Rcxc2', '']]",1-0
Hastings Masters,Hastings,1990.??.??,?,"Kaidanov, Grigory S","Wolff, Patrick G",,,B08,"[['Nf3', 'g6'], ['e4', 'Bg7'], ['d4', 'd6'], ['Be2', 'Nf6'], ['Nc3', 'O-O'], ['O-O', 'Bg4'], ['Be3', 'Nc6'], ['Qd2', 'e5\n'], ['dxe5', 'dxe5'], ['Rad1', 'Qc8'], ['Qc1', 'Rd8'], ['Rxd8+', 'Nxd8'], ['Rd1', 'Ne6'], ['h3', 'Bxf3'], ['Bxf3', 'c6\n'], ['Ne2', 'Qc7'], ['c3', 'a5'], ['Qc2', 'Bf8'], ['Bg4', 'Nxg4'], ['hxg4', 'Bc5'], ['Bxc5', 'Nxc5'], ['Nc1', 'Rd8\n'], ['Rxd8+', 'Qxd8'], ['Nb3', 'Ne6'], ['Qd2', 'Qb6'], ['Kh2', 'Qb5'], ['f3', 'h6'], ['Kg1', 'Kg7'], ['Nc1', 'Qc5+\n'], ['Kf1', 'a4'], ['b3', 'axb3'], ['Nxb3', 'Qc4+'], ['Kf2', 'Nf4'], ['Nc1', 'Qc5+'], ['Kf1', 'Qb5+'], ['Kg1', 'Qc4\n'], ['g3', 'Qc5+'], ['Kh2', 'Ne6'], ['Kg2', 'Ng5'], ['Nb3', 'Qc4'], ['Nc1', 'Ne6'], ['Nd3', 'Kf6'], ['Nf2', 'Ke7\n'], ['Nd3', 'f6'], ['Nf2', 'Ng5'], ['Qb2', 'b5'], ['Qb4+', 'Qxb4'], ['cxb4', 'Ne6'], ['Nd3', 'Kd6']]",1/2-1/2
Hastings Masters,Hastings,1990.??.??,?,"Janjgava, Lasha","Wolff, Patrick G",,,A00,"[['d4', '']]",1-0
Hastings Masters,Hastings,1990.??.??,?,"Gallagher, Joseph G","Wolff, Patrick G",,,B08,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['Nf3', 'Bg7'], ['Be2', 'c6'], ['O-O', 'Qc7'], ['Bf4', 'Nbd7'], ['Qd2', 'e5\n'], ['Bh6', 'O-O'], ['a4', 'Re8'], ['Bxg7', 'Kxg7'], ['a5', 'Nf8'], ['Rfd1', 'Bg4'], ['h3', 'Bxf3'], ['Bxf3', 'Ne6\n'], ['Ne2', 'Rad8'], ['Qe3', 'a6'], ['c3', 'h6'], ['h4', 'Qe7']]",1/2-1/2
Hessen qual,Hessen,1990.??.??,1,"Kleinschmidt, Felix","Wolff, Patrick G",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['Ne2', 'e6'], ['Ng3', 'Bg6'], ['h4', 'h5'], ['Bg5', 'Qb6'], ['b3', 'c5'], ['c3', 'Nc6\n'], ['Be3', 'cxd4'], ['cxd4', 'Nb4'], ['Nc3', 'Nc2+'], ['Kd2', 'Nxa1'], ['Bb5+', 'Kd8'], ['Qxa1', 'Bb4'], ['Bd3', 'Rc8\n'], ['Ne2', 'Bxd3'], ['Kxd3', 'Qa6+'], ['Kd2', 'Qa5'], ['f3', 'Ne7'], ['g4', 'Kd7'], ['Bf2', 'Rc7'], ['Rc1', 'Ba3\n'], ['Rg1', 'Rhc8'], ['Kd3', 'Nc6'], ['gxh5', 'Nb4+'], ['Kd2', 'Qa6'], ['Qb1', 'Bb2'], ['Rxg7', 'Bxc3+'], ['Nxc3', 'Rxc3\n'], ['Rxf7+', 'Ke8'], ['Re7+', 'Kxe7'], ['Qh7+', 'Kd8']]",0-1
Hessen qual,Hessen,1990.??.??,2,"Wolff, Patrick G","Just, Hannes",,,E70,"[['c4', 'Nf6'], ['Nc3', 'g6'], ['e4', 'd6'], ['d4', 'Bg7'], ['Nge2', 'O-O'], ['Ng3', 'Na6'], ['Be2', 'c5'], ['d5', 'Nc7\n'], ['h4', 'h5'], ['a4', 'Rb8'], ['Bg5', 'a6'], ['Qd2', 'Kh7'], ['O-O', '']]",1/2-1/2
Hessen qual,Hessen,1990.??.??,3,"Frank, B2.","Wolff, Patrick G",,,D03,"[['Nf3', 'd5'], ['d4', 'Nf6'], ['Bg5', 'c6'], ['Bxf6', 'exf6'], ['e3', 'Bd6'], ['c3', 'O-O'], ['Bd3', 'f5'], ['g3', 'g6\n'], ['Nbd2', 'Nd7'], ['O-O', 'Nf6'], ['c4', 'Ne4'], ['cxd5', 'cxd5'], ['Re1', 'a5'], ['Qb3', 'a4'], ['Qxd5', 'Nxf2\n'], ['Qc4', 'b5'], ['Qc2', 'Nxd3'], ['Qxd3', 'Qd7'], ['Rac1', 'Bb7'], ['e4', 'fxe4'], ['Nxe4', 'Qf5'], ['Nh4', 'Bxe4\n'], ['Nxf5', 'Bxd3'], ['Nxd6', 'Ra6'], ['Re3', 'Rxd6'], ['Rxd3', 'Rfd8'], ['Rcd1', 'Rd5'], ['Kf2', 'f5'], ['Ke3', 'Re8+\n'], ['Kd2', 'Rc8'], ['Re1', 'Kf7'], ['Rc1', 'Rxc1'], ['Kxc1', 'g5'], ['Kd2', 'f4'], ['gxf4', 'gxf4'], ['Ke2', 'Kf6\n'], ['Kf3', 'Kf5'], ['Rc3', 'Rxd4'], ['Rc5+', 'Kg6'], ['Rxb5', 'Kf6'], ['h4', 'h6'], ['Rb6+', 'Ke5'], ['Rb5+', 'Ke6\n'], ['a3', 'Kd6'], ['Rh5', 'Rd3+'], ['Kxf4', 'Rb3'], ['Rxh6+', 'Ke7'], ['Ra6', 'Rxb2'], ['Rxa4', 'Rb5'], ['Ra6', 'Rc5\n'], ['a4', 'Kf7'], ['a5', 'Kg7'], ['Ra8', 'Rc4+'], ['Ke5', 'Rxh4'], ['a6', 'Kf7'], ['a7', 'Ra4'], ['Rh8', 'Ra5+\n'], ['Kd4', '']]",1-0
Hessen qual,Hessen,1990.??.??,4,"Wolff, Patrick G","Von Kiedrowski, Klemens",,,A36,"[['c4', 'c5'], ['Nc3', 'g6'], ['g3', 'Bg7'], ['Bg2', 'Nc6'], ['e4', 'Rb8'], ['Nge2', 'a6'], ['d3', 'd6'], ['O-O', 'e6'], ['Qd2', 'b5\n'], ['Rb1', 'b4'], ['Nd1', 'b3'], ['axb3', 'Na5'], ['Qc2', 'Nxb3'], ['Be3', 'Ne7'], ['Nc1', 'Qb6'], ['Nxb3', 'Qxb3\n'], ['Qd2', 'Nc6'], ['f4', '']]",1/2-1/2
